"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","2268","295","455","186","540","144","621","172","383","143","269","99","1533","289","365","175","311","128","432","147","230","99","195","81","584","218","65","47","184","82","154","101","118","90","63","50","82","56","2","6","45","35","35","37","0","11","0","11","57","48","23","37","0","11","0","11","23","26","11","17","12","21","0","11","0","11","0","11","12","21","0","11",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1426","345","360","208","366","148","424","148","200","135","76","63","794","228","108","80","146","107","364","138","119","91","57","52","413","273","174","180","220","120","14","25","5","15","0","11","140","93","78","83","0","11","46","54","0","11","16","28","76","98","0","11","0","11","0","11","76","98","0","11","3","8","0","11","0","11","0","11","0","11","3","8",
"1400000US18105000700","Census Tract 7, Monroe County, Indiana","2095","228","115","59","551","144","552","118","448","119","429","124","1910","231","109","58","525","134","512","112","396","108","368","120","139","83","0","11","26","37","32","31","34","32","47","42","28","37","0","11","0","11","0","11","18","22","10","16","4","8","0","11","0","11","0","11","0","11","4","8","14","25","6","12","0","11","8","14","0","11","0","11",
"1400000US18105000800","Census Tract 8, Monroe County, Indiana","4000","386","150","72","440","156","790","216","985","245","1635","319","3126","376","95","56","399","146","621","193","795","216","1216","288","297","132","44","51","22","29","15","23","64","49","152","116","149","103","11","22","19","31","55","69","64","68","0","16","366","203","0","16","0","16","98","91","47","67","221","148","62","73","0","16","0","16","1","2","15","24","46","68",
"1400000US18105000901","Census Tract 9.01, Monroe County, Indiana","1507","207","77","63","166","91","239","85","346","119","679","142","1154","150","58","55","125","72","211","79","239","91","521","115","140","113","0","11","12","20","28","30","30","33","70","99","48","75","19","28","29","48","0","11","0","11","0","11","152","133","0","11","0","11","0","11","77","76","75","64","13","21","0","11","0","11","0","11","0","11","13","21",
"1400000US18105000903","Census Tract 9.03, Monroe County, Indiana","2884","249","99","80","246","96","550","176","896","218","1093","225","2211","257","84","77","220","93","392","146","629","181","886","218","341","201","15","25","11","18","107","92","134","108","74","68","61","67","0","11","0","11","0","11","61","67","0","11","129","86","0","11","0","11","38","53","19","30","72","61","142","109","0","11","15","24","13","23","53","60","61","80",
"1400000US18105000904","Census Tract 9.04, Monroe County, Indiana","2694","266","59","59","346","102","341","122","848","198","1100","187","2101","204","59","59","303","102","300","118","549","128","890","153","239","121","0","16","32","39","26","30","84","101","97","70","76","56","0","16","11","18","0","16","65","53","0","16","201","146","0","16","0","16","5","9","95","83","101","93","77","63","0","16","0","16","10","17","55","58","12","20",
"1400000US18105001001","Census Tract 10.01, Monroe County, Indiana","3251","205","63","53","168","92","392","117","990","202","1638","250","2972","211","47","47","168","92","349","113","875","181","1533","240","147","101","0","11","0","11","31","37","39","38","77","74","12","21","0","11","0","11","0","11","0","11","12","21","108","87","16","24","0","11","0","11","76","68","16","31","12","19","0","11","0","11","12","19","0","11","0","11",
"1400000US18105001002","Census Tract 10.02, Monroe County, Indiana","4144","341","67","58","448","187","846","225","1434","274","1349","263","3349","300","67","58","354","161","714","191","1091","216","1123","248","403","201","0","16","94","88","63","65","206","123","40","41","100","62","0","16","0","16","16","26","49","44","35","32","268","131","0","16","0","16","30","36","88","71","150","91","24","41","0","16","0","16","23","41","0","16","1","2",
"1400000US18105001101","Census Tract 11.01, Monroe County, Indiana","3037","277","247","97","676","177","783","208","693","200","638","170","2097","280","215","87","450","133","430","133","559","156","443","154","749","231","30","43","169","127","311","170","93","80","146","105","72","58","2","5","28","33","42","46","0","11","0","11","119","65","0","11","29","31","0","11","41","35","49","35","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001102","Census Tract 11.02, Monroe County, Indiana","2846","287","347","145","557","152","937","236","585","124","420","118","2173","232","238","99","451","135","648","182","523","109","313","101","389","149","43","47","89","65","172","120","30","32","55","56","173","85","66","72","17","19","76","84","8","13","6","8","92","59","0","11","0","11","32","38","14","25","46","42","19","30","0","11","0","11","9","14","10","16","0","11",
"1400000US18105001103","Census Tract 11.03, Monroe County, Indiana","2112","191","214","127","822","184","607","135","250","111","219","103","2002","191","207","125","803","185","543","132","230","108","219","103","77","56","7","11","19","21","37","47","14","21","0","11","13","21","0","11","0","11","7","11","6","11","0","11","20","31","0","11","0","11","20","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001200","Census Tract 12, Monroe County, Indiana","3927","196","427","117","1484","240","1162","187","528","144","326","108","3677","227","388","112","1483","240","991","182","513","140","302","102","111","77","15","25","1","3","84","65","0","16","11","18","99","84","24","38","0","16","75","71","0","16","0","16","40","49","0","16","0","16","12","20","15","23","13","22","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001301","Census Tract 13.01, Monroe County, Indiana","3936","256","558","182","1914","258","913","221","316","134","235","109","3621","266","558","182","1775","260","766","218","304","136","218","103","168","104","0","16","99","73","40","39","12","15","17","22","78","92","0","16","11","18","67","83","0","16","0","16","69","82","0","16","29","45","40","67","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001303","Census Tract 13.03, Monroe County, Indiana","3478","232","258","117","1066","205","909","185","805","218","440","125","3076","234","185","90","1009","200","882","180","666","218","334","101","258","150","73","73","36","55","12","20","100","78","37","58","61","61","0","16","21","28","15","26","25","30","0","16","44","46","0","16","0","16","0","16","14","22","30","29","39","54","0","16","0","16","0","16","0","16","39","54",
"1400000US18105001304","Census Tract 13.04, Monroe County, Indiana","2445","213","125","54","928","183","872","142","305","135","215","91","2071","232","101","53","841","183","706","135","208","97","215","91","208","108","15","23","31","33","82","59","80","68","0","11","153","115","9","16","56","58","77","61","11","17","0","11","13","22","0","11","0","11","7","12","6","10","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001305","Census Tract 13.05, Monroe County, Indiana","1720","171","127","81","500","112","578","127","362","97","153","60","1443","165","87","66","419","102","467","90","327","101","143","58","145","87","40","38","41","33","35","36","19","22","10","17","73","73","0","11","40","42","24","35","9","12","0","11","52","63","0","11","0","11","52","63","0","11","0","11","7","11","0","11","0","11","0","11","7","11","0","11",
"1400000US18105001401","Census Tract 14.01, Monroe County, Indiana","1799","145","109","53","628","144","521","134","350","127","191","70","1708","170","109","53","609","139","466","127","339","134","185","69","14","21","0","11","7","11","7","11","0","11","0","11","77","75","0","11","12","20","48","64","11","17","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001402","Census Tract 14.02, Monroe County, Indiana","3944","257","523","190","911","236","919","206","681","152","910","234","3625","251","475","183","904","236","881","204","585","145","780","193","126","103","0","16","0","16","25","40","70","58","31","34","60","52","0","16","7","11","13","22","9","14","31","46","118","156","48","75","0","16","0","16","17","20","53","79","15","24","0","16","0","16","0","16","0","16","15","24",
"1400000US18105001501","Census Tract 15.01, Monroe County, Indiana","3661","228","508","221","1004","213","1189","216","543","163","417","149","3481","272","508","221","1004","213","1069","229","498","155","402","149","142","150","0","16","0","16","120","136","22","35","0","16","15","23","0","16","0","16","0","16","0","16","15","23","23","36","0","16","0","16","0","16","23","36","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001502","Census Tract 15.02, Monroe County, Indiana","1804","212","217","94","376","136","566","144","323","96","322","102","1675","209","187","81","362","134","541","139","276","97","309","103","0","11","0","11","0","11","0","11","0","11","0","11","75","78","30","37","14","23","12","19","19","30","0","11","54","51","0","11","0","11","13","21","28","30","13","21","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001600","Census Tract 16, Monroe County, Indiana","656","176","24","24","113","96","214","109","152","84","153","100","417","149","13","13","39","45","115","89","114","76","136","95","117","93","11","18","34","38","57","68","15","23","0","16","92","85","0","16","27","41","42","69","23","26","0","16","30","36","0","16","13","20","0","16","0","16","17","29","0","16","0","16","0","16","0","16","0","16","0","16",
