"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than high school graduate","Margin of Error!!Total!!Less than high school graduate","Estimate!!Total!!High school graduate (includes equivalency)","Margin of Error!!Total!!High school graduate (includes equivalency)","Estimate!!Total!!Some college or associate's degree","Margin of Error!!Total!!Some college or associate's degree","Estimate!!Total!!Bachelor's degree","Margin of Error!!Total!!Bachelor's degree","Estimate!!Total!!Graduate or professional degree","Margin of Error!!Total!!Graduate or professional degree","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Same house 1 year ago!!Less than high school graduate","Margin of Error!!Total!!Same house 1 year ago!!Less than high school graduate","Estimate!!Total!!Same house 1 year ago!!High school graduate (includes equivalency)","Margin of Error!!Total!!Same house 1 year ago!!High school graduate (includes equivalency)","Estimate!!Total!!Same house 1 year ago!!Some college or associate's degree","Margin of Error!!Total!!Same house 1 year ago!!Some college or associate's degree","Estimate!!Total!!Same house 1 year ago!!Bachelor's degree","Margin of Error!!Total!!Same house 1 year ago!!Bachelor's degree","Estimate!!Total!!Same house 1 year ago!!Graduate or professional degree","Margin of Error!!Total!!Same house 1 year ago!!Graduate or professional degree","Estimate!!Total!!Moved within same county","Margin of Error!!Total!!Moved within same county","Estimate!!Total!!Moved within same county!!Less than high school graduate","Margin of Error!!Total!!Moved within same county!!Less than high school graduate","Estimate!!Total!!Moved within same county!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved within same county!!High school graduate (includes equivalency)","Estimate!!Total!!Moved within same county!!Some college or associate's degree","Margin of Error!!Total!!Moved within same county!!Some college or associate's degree","Estimate!!Total!!Moved within same county!!Bachelor's degree","Margin of Error!!Total!!Moved within same county!!Bachelor's degree","Estimate!!Total!!Moved within same county!!Graduate or professional degree","Margin of Error!!Total!!Moved within same county!!Graduate or professional degree","Estimate!!Total!!Moved from different county within same state","Margin of Error!!Total!!Moved from different county within same state","Estimate!!Total!!Moved from different county within same state!!Less than high school graduate","Margin of Error!!Total!!Moved from different county within same state!!Less than high school graduate","Estimate!!Total!!Moved from different county within same state!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from different county within same state!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from different county within same state!!Some college or associate's degree","Margin of Error!!Total!!Moved from different county within same state!!Some college or associate's degree","Estimate!!Total!!Moved from different county within same state!!Bachelor's degree","Margin of Error!!Total!!Moved from different county within same state!!Bachelor's degree","Estimate!!Total!!Moved from different county within same state!!Graduate or professional degree","Margin of Error!!Total!!Moved from different county within same state!!Graduate or professional degree","Estimate!!Total!!Moved from different state","Margin of Error!!Total!!Moved from different state","Estimate!!Total!!Moved from different state!!Less than high school graduate","Margin of Error!!Total!!Moved from different state!!Less than high school graduate","Estimate!!Total!!Moved from different state!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from different state!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from different state!!Some college or associate's degree","Margin of Error!!Total!!Moved from different state!!Some college or associate's degree","Estimate!!Total!!Moved from different state!!Bachelor's degree","Margin of Error!!Total!!Moved from different state!!Bachelor's degree","Estimate!!Total!!Moved from different state!!Graduate or professional degree","Margin of Error!!Total!!Moved from different state!!Graduate or professional degree","Estimate!!Total!!Moved from abroad","Margin of Error!!Total!!Moved from abroad","Estimate!!Total!!Moved from abroad!!Less than high school graduate","Margin of Error!!Total!!Moved from abroad!!Less than high school graduate","Estimate!!Total!!Moved from abroad!!High school graduate (includes equivalency)","Margin of Error!!Total!!Moved from abroad!!High school graduate (includes equivalency)","Estimate!!Total!!Moved from abroad!!Some college or associate's degree","Margin of Error!!Total!!Moved from abroad!!Some college or associate's degree","Estimate!!Total!!Moved from abroad!!Bachelor's degree","Margin of Error!!Total!!Moved from abroad!!Bachelor's degree","Estimate!!Total!!Moved from abroad!!Graduate or professional degree","Margin of Error!!Total!!Moved from abroad!!Graduate or professional degree",
"0500000US18105","Monroe County, Indiana","83259","83","6525","622","18205","831","20567","861","19933","786","18029","929","68107","893","5215","556","15243","791","16855","849","15564","849","15230","873","8751","823","636","179","1818","324","2500","364","2316","402","1481","384","2807","455","369","169","687","174","681","169","775","210","295","122","2545","421","278","138","331","163","426","158","804","230","706","181","1049","286","27","30","126","83","105","125","474","201","317","125",
"1400000US18105000100","Census Tract 1, Monroe County, Indiana","1406","278","232","133","276","125","236","76","372","139","290","174","755","224","110","79","134","97","103","76","224","103","184","117","246","105","44","29","63","42","84","52","37","41","18","31","203","155","39","61","65","72","33","19","29","34","37","58","143","104","39","62","14","25","16","25","23","36","51","69","59","74","0","11","0","11","0","11","59","74","0","11",
"1400000US18105000201","Census Tract 2.01, Monroe County, Indiana","940","443","16","20","14","15","158","82","368","261","384","198","423","168","16","20","0","16","41","29","222","158","144","62","299","280","0","16","0","16","75","62","89","101","135","180","39","30","0","16","5","11","22","22","12","17","0","16","73","56","0","16","3","6","20","24","17","25","33","32","106","57","0","16","6","9","0","16","28","27","72","41",
"1400000US18105000202","Census Tract 2.02, Monroe County, Indiana","111","51","5","8","16","15","27","29","30","29","33","24","54","37","0","16","12","13","0","16","17","23","25","22","9","10","5","8","0","16","0","16","0","16","4","6","29","31","0","16","4","7","16","22","9","18","0","16","19","19","0","16","0","16","11","21","4","5","4","6","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105000301","Census Tract 3.01, Monroe County, Indiana","2016","246","51","38","129","75","326","137","724","192","786","156","1402","200","41","35","103","64","221","98","442","123","595","148","365","182","5","11","26","36","72","90","164","119","98","70","98","87","5","11","0","11","14","23","61","73","18","29","105","85","0","11","0","11","19","28","50","73","36","35","46","46","0","11","0","11","0","11","7","14","39","44",
"1400000US18105000302","Census Tract 3.02, Monroe County, Indiana","1690","205","42","34","73","53","134","70","468","138","973","116","1378","139","24","25","53","46","57","33","369","105","875","110","93","62","0","11","0","11","31","32","30","29","32","33","106","116","18","26","0","11","46","56","37","59","5","10","83","51","0","11","0","11","0","11","27","31","56","41","30","32","0","11","20","28","0","11","5","8","5","11",
"1400000US18105000401","Census Tract 4.01, Monroe County, Indiana","2472","338","341","228","522","196","626","180","501","165","482","174","1781","324","256","214","369","145","461","187","346","134","349","151","560","293","85","93","103","117","162","126","91","100","119","105","7","10","0","11","7","10","0","11","0","11","0","11","75","89","0","11","43","71","3","8","15","25","14","25","49","54","0","11","0","11","0","11","49","54","0","11",
"1400000US18105000402","Census Tract 4.02, Monroe County, Indiana","3341","326","153","90","612","183","865","238","1148","206","563","197","2120","279","117","86","509","173","480","149","676","159","338","123","736","232","19","31","69","59","227","114","342","164","79","55","199","111","0","16","34","40","47","43","87","85","31","35","233","155","17","29","0","16","111","85","43","54","62","68","53","73","0","16","0","16","0","16","0","16","53","73",
"1400000US18105000501","Census Tract 5.01, Monroe County, Indiana","3275","251","289","125","1032","192","899","172","756","167","299","115","3061","220","259","122","982","185","844","158","716","172","260","101","138","121","8","17","8","15","55","49","28","32","39","52","62","53","15","31","35","37","0","11","12","21","0","11","14","32","7","16","7","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","2362","213","233","91","801","187","886","155","334","109","108","52","1928","173","227","89","596","137","774","136","229","77","102","51","256","145","0","11","81","79","109","87","66","57","0","11","93","86","0","11","90","85","3","6","0","11","0","11","17","21","6","9","0","11","0","11","5","9","6","9","68","108","0","11","34","53","0","11","34","55","0","11",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","2460","264","290","112","599","144","628","175","530","156","413","120","1773","251","209","103","393","135","499","172","365","119","307","91","479","159","28","28","162","84","75","57","135","107","79","56","116","62","36","43","22","23","32","31","9","13","17","18","92","60","17","19","22","23","22","22","21","34","10","15","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1664","209","360","125","387","127","456","140","335","115","126","72","1120","206","193","100","219","98","390","134","192","75","126","72","396","157","124","83","135","91","46","41","91","66","0","11","90","66","35","33","33","38","14","16","8","12","0","11","58","40","8","12","0","11","6","10","44","36","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
