"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","2273","267","122","64","775","202","731","152","406","103","239","115","1923","285","85","53","620","172","675","143","307","104","236","115","278","131","37","37","119","87","53","50","66","46","3","5","27","32","0","12","17","27","3","6","7","11","0","12","7","10","0","12","0","12","0","12","7","10","0","12","38","61","0","12","19","30","0","12","19","31","0","12",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","2333","350","138","57","526","135","649","264","501","144","519","171","1806","357","99","46","348","119","534","267","442","135","383","134","384","143","28","25","152","68","62","51","52","40","90","100","112","66","11","16","20","22","39","36","7","11","35","43","31","36","0","12","6","10","14","19","0","12","11","17","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1722","264","208","94","465","126","663","192","221","99","165","88","1330","282","146","85","342","110","557","179","143","81","142","76","265","125","45","38","90","85","62","48","45","39","23","29","62","46","17","21","15","18","8","12","22","35","0","12","65","65","0","12","18","31","36","56","11","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105000700","Census Tract 7, Monroe County, Indiana","2408","236","125","85","285","105","953","285","622","183","423","148","2013","253","100","73","268","104","766","226","469","177","410","148","83","69","0","12","17","20","13","21","47","57","6","11","193","160","0","12","0","12","161","147","32","42","0","12","54","58","0","12","0","12","0","12","47","56","7","15","65","65","25","39","0","12","13","19","27","37","0","12",
"1400000US18105000801","Census Tract 8.01, Monroe County, Indiana","2039","338","0","12","265","162","460","182","452","165","862","342","1818","368","0","12","165","109","417","175","395","144","841","344","201","155","0","12","100","124","43","52","37","47","21","35","0","12","0","12","0","12","0","12","0","12","0","12","20","29","0","12","0","12","0","12","20","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105000802","Census Tract 8.02, Monroe County, Indiana","2219","346","39","45","414","244","308","132","534","148","924","260","1649","300","39","45","401","246","234","110","327","98","648","212","314","203","0","12","0","12","74","84","61","72","179","164","31","35","0","12","13","21","0","12","18","29","0","12","146","102","0","12","0","12","0","12","62","62","84","66","79","75","0","12","0","12","0","12","66","67","13","20",
"1400000US18105000901","Census Tract 9.01, Monroe County, Indiana","1284","201","60","46","66","36","169","83","467","171","522","126","1076","206","43","43","65","36","115","67","414","148","439","124","171","86","17","23","1","3","42","46","42","49","69","54","0","12","0","12","0","12","0","12","0","12","0","12","37","43","0","12","0","12","12","19","11","17","14","21","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105000903","Census Tract 9.03, Monroe County, Indiana","3318","436","166","142","409","159","649","183","1137","316","957","259","2333","378","119","92","253","105","359","120","830","286","772","230","587","262","44","61","83","104","196","122","185","125","79","69","135","101","3","7","56","86","36","52","40","62","0","12","188","101","0","12","0","12","58","47","37","47","93","65","75","89","0","12","17","29","0","12","45","73","13","22",
"1400000US18105000904","Census Tract 9.04, Monroe County, Indiana","2873","381","109","82","169","91","734","261","829","229","1032","285","2299","354","56","47","142","92","574","247","641","233","886","261","283","162","0","17","27","30","94","90","83","72","79","93","113","90","0","17","0","17","31","37","58","71","24","27","95","71","0","17","0","17","35","42","47","43","13","21","83","99","53","83","0","17","0","17","0","17","30","49",
"1400000US18105001001","Census Tract 10.01, Monroe County, Indiana","3605","453","56","54","237","100","415","151","813","233","2084","405","3184","443","47","51","189","91","381","141","640","208","1927","399","254","155","0","17","11","17","12","20","154","123","77","79","50","44","0","17","14","23","0","17","15","24","21","29","96","103","0","17","23","34","22","34","0","17","51","82","21","27","9","18","0","17","0","17","4","9","8","13",
"1400000US18105001002","Census Tract 10.02, Monroe County, Indiana","4451","426","174","97","652","217","627","174","1327","258","1671","311","3780","416","161","96","531","169","589","167","1069","238","1430","297","338","171","0","17","85","131","10","17","90","60","153","110","166","111","13","21","19","28","28","38","95","86","11","21","113","98","0","17","17","30","0","17","46","72","50","61","54","71","0","17","0","17","0","17","27","45","27","32",
"1400000US18105001101","Census Tract 11.01, Monroe County, Indiana","3924","554","397","202","834","358","1112","312","839","229","742","201","3305","594","325","168","786","351","894","307","666","228","634","193","327","140","0","17","29","48","143","112","109","63","46","36","138","121","65","98","0","17","49","57","24","27","0","17","125","81","7","14","0","17","26","47","40","47","52","44","29","33","0","17","19","30","0","17","0","17","10","16",
"1400000US18105001102","Census Tract 11.02, Monroe County, Indiana","3011","274","245","106","615","194","724","164","864","173","563","163","2260","283","146","93","422","168","539","164","662","137","491","138","595","172","80","60","158","82","167","78","146","83","44","60","89","50","15","20","23","23","18","20","24","22","9","15","59","50","4","10","4","10","0","12","32","28","19","21","8","16","0","12","8","16","0","12","0","12","0","12",
"1400000US18105001103","Census Tract 11.03, Monroe County, Indiana","2309","397","243","129","686","372","665","162","481","156","234","99","2025","415","170","109","605","374","608","163","428","147","214","98","168","147","73","87","52","55","35","32","0","12","8","13","95","70","0","12","19","28","11","17","53","62","12","18","0","12","0","12","0","12","0","12","0","12","0","12","21","33","0","12","10","16","11","17","0","12","0","12",
"1400000US18105001200","Census Tract 12, Monroe County, Indiana","4198","510","447","308","1656","368","1132","270","628","185","335","146","3727","563","413","317","1489","345","958","248","532","184","335","146","374","220","34","54","137","118","115","87","88","101","0","17","97","101","0","17","30","43","59","60","8","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105001301","Census Tract 13.01, Monroe County, Indiana","4185","341","299","151","1610","322","1248","203","644","164","384","170","3708","387","299","151","1494","320","1052","178","545","156","318","151","450","235","0","17","100","79","196","142","93","91","61","75","27","35","0","17","16","22","0","17","6","15","5","15","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105001303","Census Tract 13.03, Monroe County, Indiana","4169","372","136","74","870","243","1250","273","986","277","927","296","3585","350","136","74","637","221","1146","283","837","251","829","276","303","178","0","17","109","100","47","55","121","91","26","37","123","95","0","17","89","81","34","53","0","17","0","17","158","138","0","17","35","54","23","39","28","44","72","88","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105001304","Census Tract 13.04, Monroe County, Indiana","2807","342","93","47","642","187","1285","362","643","175","144","66","2546","359","79","45","625","186","1138","374","583","156","121","60","187","118","0","12","9","16","109","107","54","61","15","24","33","45","0","12","8","12","25","42","0","12","0","12","41","50","14","21","0","12","13","20","6","16","8","11","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001305","Census Tract 13.05, Monroe County, Indiana","1789","243","132","67","447","122","462","110","498","116","250","77","1553","246","112","60","402","120","388","102","418","102","233","79","136","68","13","23","11","24","47","30","54","46","11","24","38","35","7","17","17","28","0","12","8","14","6","8","62","43","0","12","17","18","27","23","18","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001401","Census Tract 14.01, Monroe County, Indiana","1371","311","56","42","429","128","477","143","241","80","168","63","1220","286","56","42","400","122","425","130","205","75","134","53","61","36","0","12","5","8","39","29","11","16","6","8","48","53","0","12","18","21","0","12","15","22","15","22","42","41","0","12","6","9","13","17","10","12","13","25","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001403","Census Tract 14.03, Monroe County, Indiana","2983","643","395","329","650","235","916","387","556","212","466","168","2671","503","395","329","648","234","676","222","486","159","466","168","142","89","0","12","2","5","70","81","70","105","0","12","170","190","0","12","0","12","170","190","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001404","Census Tract 14.04, Monroe County, Indiana","1271","204","80","72","357","135","489","184","188","106","157","94","1173","204","80","72","309","142","489","184","177","104","118","73","77","77","0","12","48","58","0","12","0","12","29","44","21","39","0","12","0","12","0","12","11","20","10","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001501","Census Tract 15.01, Monroe County, Indiana","4067","349","358","279","809","214","1268","265","934","250","698","171","3714","393","305","230","748","195","1168","270","860","250","633","177","112","102","0","17","0","17","18","27","29","45","65","61","135","160","43","67","0","17","47","77","45","71","0","17","106","127","10","16","61","83","35","43","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105001502","Census Tract 15.02, Monroe County, Indiana","1898","254","109","64","442","131","575","150","395","121","377","117","1691","241","109","64","407","125","505","130","344","113","326","110","43","35","0","12","7","11","11","17","7","11","18","28","96","54","0","12","28","30","34","32","23","36","11","17","68","79","0","12","0","12","25","38","21","34","22","34","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105001600","Census Tract 16, Monroe County, Indiana","773","212","0","17","89","87","229","112","137","93","318","152","506","200","0","17","63","78","101","72","78","73","264","145","109","75","0","17","1","3","67","55","29","47","12","22","43","53","0","17","25","40","18","29","0","17","0","17","110","88","0","17","0","17","43","52","25","30","42","59","5","10","0","17","0","17","0","17","5","10","0","17",
