"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than high school graduate","Margin of Error!!Total:!!Less than high school graduate","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college or associate's degree","Margin of Error!!Total:!!Some college or associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree","Estimate!!Total:!!Same house 1 year ago:","Margin of Error!!Total:!!Same house 1 year ago:","Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate","Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate","Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree","Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Margin of Error!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Estimate!!Total:!!Moved within same county:","Margin of Error!!Total:!!Moved within same county:","Estimate!!Total:!!Moved within same county:!!Less than high school graduate","Margin of Error!!Total:!!Moved within same county:!!Less than high school graduate","Estimate!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved within same county:!!Some college or associate's degree","Margin of Error!!Total:!!Moved within same county:!!Some college or associate's degree","Estimate!!Total:!!Moved within same county:!!Bachelor's degree","Margin of Error!!Total:!!Moved within same county:!!Bachelor's degree","Estimate!!Total:!!Moved within same county:!!Graduate or professional degree","Margin of Error!!Total:!!Moved within same county:!!Graduate or professional degree","Estimate!!Total:!!Moved from different county within same state:","Margin of Error!!Total:!!Moved from different county within same state:","Estimate!!Total:!!Moved from different county within same state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different county within same state:!!Less than high school graduate","Estimate!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different county within same state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Bachelor's degree","Estimate!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Estimate!!Total:!!Moved from different state:","Margin of Error!!Total:!!Moved from different state:","Estimate!!Total:!!Moved from different state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different state:!!Less than high school graduate","Estimate!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different state:!!Bachelor's degree","Estimate!!Total:!!Moved from different state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different state:!!Graduate or professional degree","Estimate!!Total:!!Moved from abroad:","Margin of Error!!Total:!!Moved from abroad:","Estimate!!Total:!!Moved from abroad:!!Less than high school graduate","Margin of Error!!Total:!!Moved from abroad:!!Less than high school graduate","Estimate!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from abroad:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from abroad:!!Some college or associate's degree","Estimate!!Total:!!Moved from abroad:!!Bachelor's degree","Margin of Error!!Total:!!Moved from abroad:!!Bachelor's degree","Estimate!!Total:!!Moved from abroad:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from abroad:!!Graduate or professional degree",
"0500000US18105","Monroe County, Indiana","81338","109","5001","617","17048","1035","20718","1092","19566","978","19005","992","67799","1036","4131","548","14612","938","17083","1015","15651","931","16322","956","8156","878","510","156","1505","318","2285","488","2332","449","1524","315","2625","484","225","123","595","165","844","312","681","254","280","122","2116","383","41","34","236","130","466","162","654","175","719","223","642","184","94","87","100","72","40","38","248","128","160","87",
"1400000US18105000100","Census Tract 1, Monroe County, Indiana","1155","257","116","70","271","97","131","64","455","190","182","103","680","189","59","65","129","62","54","59","371","172","67","56","134","80","12","21","26","24","33","23","47","45","16","29","213","111","45","34","73","46","28","22","0","12","67","71","112","101","0","12","43","51","0","12","37","43","32","43","16","25","0","12","0","12","16","25","0","12","0","12",
"1400000US18105000201","Census Tract 2.01, Monroe County, Indiana","366","116","7","11","7","14","51","33","212","95","89","56","282","102","6","10","7","14","46","31","163","78","60","33","36","31","1","3","0","12","5","8","19","30","11","13","3","6","0","12","0","12","0","12","3","6","0","12","25","28","0","12","0","12","0","12","18","25","7","12","20","23","0","12","0","12","0","12","9","10","11","15",
"1400000US18105000202","Census Tract 2.02, Monroe County, Indiana","228","113","0","17","6","7","48","45","138","94","36","29","208","106","0","17","4","6","33","39","138","94","33","29","13","20","0","17","0","17","10","19","0","17","3","6","7","11","0","17","2","5","5","7","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105000301","Census Tract 3.01, Monroe County, Indiana","1714","287","110","84","229","113","253","116","457","164","665","199","1248","229","103","84","198","115","180","101","360","155","407","142","276","174","0","12","4","8","40","40","41","46","191","137","35","58","0","12","0","12","0","12","35","58","0","12","100","85","0","12","0","12","33","45","0","12","67","74","55","53","7","10","27","43","0","12","21","28","0","12",
"1400000US18105000302","Census Tract 3.02, Monroe County, Indiana","1873","341","19","18","193","127","83","85","446","181","1132","286","1524","310","19","18","193","127","67","82","259","97","986","281","218","157","0","12","0","12","16","20","136","157","66","40","11","17","0","12","0","12","0","12","0","12","11","17","62","45","0","12","0","12","0","12","41","35","21","24","58","53","0","12","0","12","0","12","10","16","48","52",
"1400000US18105000401","Census Tract 4.01, Monroe County, Indiana","2490","296","149","84","555","227","488","168","621","154","677","186","2150","293","134","83","513","221","425","159","481","121","597","174","178","113","14","23","12","19","44","45","42","66","66","68","70","53","1","3","30","52","1","4","24","29","14","24","77","83","0","12","0","12","18","34","59","75","0","12","15","24","0","12","0","12","0","12","15","24","0","12",
"1400000US18105000402","Census Tract 4.02, Monroe County, Indiana","2944","448","165","141","387","155","718","280","1130","304","544","174","1965","394","135","149","287","140","431","195","683","202","429","153","677","299","25","33","71","57","228","204","308","204","45","45","197","163","5","12","29","31","26","29","108","143","29","49","105","77","0","17","0","17","33","38","31","40","41","42","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105000501","Census Tract 5.01, Monroe County, Indiana","3288","419","248","130","1001","249","756","259","764","222","519","213","2847","416","155","90","922","244","559","205","698","222","513","213","382","213","87","90","39","31","184","136","66","60","6","13","47","53","0","12","34","41","13","18","0","12","0","12","12","26","6","13","6","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
