"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006E","S1902_C02_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_014E","S1902_C02_014M","S1902_C01_015E","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M",
"Geography","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Total!!Estimate!!All households!!With earnings","Total!!Margin of Error!!All households!!With earnings","Mean income (dollars)!!Estimate!!All households!!With earnings","Mean income (dollars)!!Margin of Error!!All households!!With earnings","Total!!Estimate!!All households!!With interest, dividends, or net rental income","Total!!Margin of Error!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income","Total!!Estimate!!All households!!With Social Security income","Total!!Margin of Error!!All households!!With Social Security income","Mean income (dollars)!!Estimate!!All households!!With Social Security income","Mean income (dollars)!!Margin of Error!!All households!!With Social Security income","Total!!Estimate!!All households!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)","Total!!Estimate!!All households!!With cash public assistance income","Total!!Margin of Error!!All households!!With cash public assistance income","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income","Total!!Estimate!!All households!!With retirement income","Total!!Margin of Error!!All households!!With retirement income","Mean income (dollars)!!Estimate!!All households!!With retirement income","Mean income (dollars)!!Margin of Error!!All households!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months",
"0500000US18105","Monroe County, Indiana","53778","640","59778","1955","81.1","1.0","57968","2259","24.1","1.3","14854","2477","23.1","0.8","18142","542","2.9","0.4","9159","770","1.4","0.3","2719","875","14.3","0.8","26189","2790","27530","638","79761","3037","14.0","1.2","48387","5423","31.3","2.0","61804","4778","38.3","1.8","104362","5276","8.0","1.2","63237","7537","6.2","0.8","105488","11071","2.2","0.8","93782","31933","141101","*****","23837","749","87.1","0.2","25148","814","2.9","0.2","20237","3717","0.4","0.2","23921","10398","6.0","0.2","14427","2259","0.0","0.1","39509","29572","0.9","0.2","11810","3726","2.8","0.3","10339","2135","3.2","*****","12441","2697","85.2","0.1","25434","834","23.8","(X)","(X)","(X)","21.1","(X)","(X)","(X)","23.4","(X)","(X)","(X)",
"1400000US18105000100","Census Tract 1, Monroe County, Indiana","2152","184","26199","7175","87.9","5.4","21226","4706","14.1","5.2","20142","29901","7.9","4.1","17724","7797","2.8","1.8","7172","1317","1.1","1.3","500","155","4.3","3.3","63689","63282","333","137","75492","34983","6.0","9.2","N","N","34.2","22.1","N","N","32.4","18.4","N","N","27.3","21.4","N","N","0.0","8.6","N","N","0.0","8.6","N","N","5186","550","12934","3484","90.3","4.4","12859","3725","1.4","0.8","5341","5570","0.0","0.6","-","**","6.6","4.1","17427","14050","0.0","0.6","-","**","0.4","0.4","N","N","1.3","1.1","5575","5350","2.3","1.8","8486","11712","88.2","4.3","12955","3742","36.9","(X)","(X)","(X)","53.2","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"1400000US18105000201","Census Tract 2.01, Monroe County, Indiana","388","65","15885","4317","73.5","11.1","18532","6004","18.0","8.9","7","385","0.0","7.4","-","**","0.0","7.4","-","**","0.0","7.4","-","**","0.0","7.4","-","**","175","49","13002","3426","21.1","16.5","N","N","61.1","17.1","N","N","14.9","12.1","N","N","2.9","4.9","N","N","0.0","15.7","N","N","0.0","15.7","N","N","6497","516","3493","456","73.7","3.5","2949","365","2.0","1.0","8294","4586","0.0","0.5","-","**","22.1","3.0","4910","1682","0.0","0.5","-","**","0.2","0.3","N","N","2.0","0.9","3097","2430","2.6","1.1","2141","1074","71.6","3.8","2969","377","15.2","(X)","(X)","(X)","13.7","(X)","(X)","(X)","43.9","(X)","(X)","(X)",
"1400000US18105000202","Census Tract 2.02, Monroe County, Indiana","38","17","23234","19695","100.0","46.2","20997","19081","28.9","37.5","7727","7","0.0","46.2","-","**","0.0","46.2","-","**","0.0","46.2","-","**","0.0","46.2","-","**","13","14","N","N","0.0","79.0","N","N","0.0","79.0","N","N","23.1","66.0","N","N","76.9","66.0","N","N","0.0","79.0","N","N","0.0","79.0","N","N","6595","642","3025","396","81.2","4.9","3114","429","5.4","1.9","3342","3131","0.0","0.5","-","**","9.0","2.6","2422","1037","0.0","0.5","-","**","0.7","0.7","5185","4566","3.6","1.7","1638","734","4.3","1.5","2417","765","78.0","4.9","3133","439","26.3","(X)","(X)","(X)","76.9","(X)","(X)","(X)","48.1","(X)","(X)","(X)",
"1400000US18105000301","Census Tract 3.01, Monroe County, Indiana","1966","128","42550","8692","87.4","4.6","38569","6988","24.7","6.4","15287","17158","11.5","3.7","19838","3446","1.4","1.5","13315","4985","0.5","0.8","-","**","9.9","3.2","18206","8136","496","136","51815","10626","9.3","8.2","N","N","39.3","18.2","N","N","38.1","14.8","N","N","9.9","8.2","N","N","3.4","5.7","N","N","0.0","5.9","N","N","4781","670","19211","4101","85.8","5.9","20209","4708","2.6","2.3","27808","13429","0.0","0.6","-","**","3.5","2.3","9588","6214","0.0","0.6","-","**","1.1","1.3","15607","5307","7.0","4.9","9304","3572","2.3","1.9","13079","6293","84.0","5.9","20369","4819","25.6","(X)","(X)","(X)","4.0","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"1400000US18105000302","Census Tract 3.02, Monroe County, Indiana","1118","95","79422","13399","77.9","5.7","66575","12576","39.5","7.3","19253","6887","23.3","3.7","21014","2792","1.6","1.8","22189","20263","0.0","2.6","-","**","17.6","4.6","81819","48762","444","74","115116","21864","18.5","5.9","N","N","11.5","7.3","N","N","51.6","9.9","N","N","7.4","6.8","N","N","5.0","4.3","N","N","6.1","8.8","N","N","3309","392","28421","5241","93.2","3.3","26864","4382","0.2","0.3","N","N","1.0","1.7","33226","9515","4.1","2.6","17460","8680","0.4","0.6","N","N","0.3","0.4","N","N","0.8","1.0","N","N","1.5","1.1","8580","9533","92.0","3.4","27086","4477","26.0","(X)","(X)","(X)","16.2","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"1400000US18105000401","Census Tract 4.01, Monroe County, Indiana","2001","124","43812","7290","85.4","4.9","40199","6698","17.6","4.8","21434","25552","25.6","5.4","13669","1927","1.6","1.6","6484","2019","4.2","3.1","2683","2566","10.5","3.9","14124","4647","871","155","51056","9333","7.0","6.2","N","N","37.8","12.1","N","N","27.6","9.0","N","N","18.6","11.3","N","N","3.2","4.3","N","N","5.9","9.0","N","N","4607","490","20193","3741","89.6","4.2","21333","4142","2.8","2.4","16339","17291","0.0","0.6","-","**","3.8","2.8","11358","11673","0.0","0.6","-","**","1.2","1.3","4254","2490","2.7","1.5","5692","4772","7.2","3.6","6014","4062","84.2","4.9","22283","4489","31.7","(X)","(X)","(X)","34.2","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"1400000US18105000402","Census Tract 4.02, Monroe County, Indiana","2048","165","43138","4965","84.3","4.5","43565","6262","14.4","5.0","5258","2307","16.8","4.4","13219","2005","6.1","3.0","7906","2386","1.1","1.2","841","523","9.3","3.8","17991","5369","879","142","46026","7282","14.2","7.1","16182","10208","31.1","9.6","34328","7291","42.7","10.6","60536","11349","7.4","4.7","46985","19558","4.7","4.2","80678","42794","0.0","3.4","-","**","4307","432","21304","2931","83.7","5.5","21280","3151","4.3","2.7","26370","10392","0.3","0.4","N","N","5.8","3.8","13256","10477","0.0","0.7","-","**","0.8","0.9","41053","20555","5.2","2.9","23766","13342","2.6","1.9","18522","13432","81.8","6.2","21560","3208","21.4","(X)","(X)","(X)","20.5","(X)","(X)","(X)","18.7","(X)","(X)","(X)",
"1400000US18105000501","Census Tract 5.01, Monroe County, Indiana","1946","131","50217","3756","82.3","4.1","50120","4858","22.3","5.1","4154","1488","25.0","4.4","15606","1762","5.5","3.5","8202","2699","2.9","1.7","1505","840","19.6","4.3","14579","4972","1080","140","57787","5663","9.4","4.1","N","N","40.1","8.7","N","N","35.0","8.3","N","N","8.8","5.1","N","N","2.0","2.2","N","N","4.7","4.6","N","N","4498","318","22815","2244","83.0","4.4","23711","2551","5.7","2.1","18488","5211","0.0","0.7","-","**","4.0","2.1","33752","10316","0.0","0.7","-","**","0.5","0.5","N","N","6.8","3.3","9945","7306","3.5","2.2","10348","5906","81.3","4.5","23850","2621","17.9","(X)","(X)","(X)","21.0","(X)","(X)","(X)","18.4","(X)","(X)","(X)",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","1447","92","48181","4074","87.0","4.4","44164","4387","10.8","4.1","4937","4017","20.9","4.0","21166","3757","2.3","2.1","9182","2215","2.0","1.7","1607","562","14.2","3.4","23984","6912","953","128","51308","4546","10.9","6.2","32095","22114","42.2","9.7","42054","6102","35.7","10.5","65630","10637","4.8","4.3","65852","8711","6.4","5.8","54254","18215","0.0","3.1","-","**","3546","280","19777","1916","90.4","4.4","19755","1916","3.4","2.2","27828","18426","3.6","3.4","N","N","0.5","0.8","N","N","0.0","0.8","-","**","0.0","0.8","-","**","2.0","1.8","6757","3761","3.1","2.8","3999","4801","87.3","5.0","20314","2024","25.9","(X)","(X)","(X)","26.5","(X)","(X)","(X)","18.9","(X)","(X)","(X)",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","1862","162","29038","3836","77.2","7.1","31121","4341","11.8","4.3","4381","2734","14.4","4.6","14008","2217","6.3","3.7","10209","2915","2.7","2.2","1236","652","4.8","2.9","6864","3086","885","104","24700","5050","24.4","12.8","N","N","48.8","15.1","N","N","19.4","9.0","N","N","6.6","4.7","N","N","0.8","1.3","N","N","0.0","3.3","N","N","4181","369","13870","1825","78.3","7.7","15239","2378","8.7","4.7","6578","3973","0.0","0.7","-","**","1.1","1.1","3833","5391","0.0","0.7","-","**","4.6","5.5","23120","1569","7.3","4.0","3562","3266","5.9","5.5","18707","8084","77.0","7.7","15442","2441","16.9","(X)","(X)","(X)","11.8","(X)","(X)","(X)","14.5","(X)","(X)","(X)",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1156","154","25965","5595","71.8","9.3","30322","6822","8.0","5.0","821","750","20.2","6.9","12536","1805","1.0","1.7","1942","15","0.9","1.6","5420","26","3.2","3.2","13900","9493","381","104","23847","9805","37.8","15.9","N","N","27.3","17.5","N","N","27.0","19.6","N","N","5.8","8.3","N","N","0.0","7.6","N","N","2.1","4.2","N","N","2909","522","11346","2412","73.7","12.1","10769","2653","8.1","6.9","4942","1404","7.9","9.5","19748","396","0.1","0.2","N","N","0.0","1.0","-","**","5.7","5.3","10733","4550","4.5","3.2","18353","11782","13.9","10.0","15845","4936","72.6","11.8","10665","2683","24.5","(X)","(X)","(X)","21.8","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
