"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","1389","101","41201","5649","95.1","3.1","42156","6750","2.3","2.1","26429","140863","0.0","2.3","-","-222222222","1.5","1.8","40114","11695","0.0","2.3","-","-222222222","1.1","1.8","-","-222222222","0.0","2.3","-","-222222222","7.9","5.6","14345","8372","88.3","5.9","43163","7580","4.5","4.7","13750","1044","47.5","6.2","51111","13719","28.4","5.6","42708","17645","19.7","3.7","34261","12630","956","133","40921","10607","48.1","7.4","31944","16716","51.9","7.4","50000","11664","63.5","8.7","57260","7094","21.4","8.9","25352","21209","15.1","6.6","17059","16610","433","104","40273","10490","50.1","13.6","52861","24240","25.4","10.6","35577","7696","24.7","14.4","61696","15493","49.9","13.6","24911","24775","43.6","14.0","25893","26583","6.2","5.7","11625","106831","22.0","-888888888.0","(X)","-888888888","19.0","-888888888.0","(X)","(X)","25.4","-888888888.0","(X)","(X)",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","1357","155","22159","9000","96.2","2.9","22604","10233","2.6","2.5","23977","4082","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","1.3","1.3","-","-222222222","1.3","2.3","-","**","94.8","3.1","20568","11074","15.2","7.9","14083","9749","37.0","9.1","28561","6943","35.8","8.3","32708","11919","12.0","3.6","23977","9224","611","133","25815","15910","48.9","13.2","11318","9157","51.1","13.2","37155","5900","47.5","12.6","38083","5711","41.6","12.5","11419","4125","11.0","6.9","38417","7705","746","137","20455","8874","42.2","11.0","25224","7486","33.6","11.2","25609","6302","8.6","7.2","14500","58332","57.8","11.0","17552","8181","45.7","11.6","15610","6912","12.1","8.3","28611","23423","23.7","-888888888.0","(X)","-888888888","15.1","-888888888.0","(X)","(X)","29.2","-888888888.0","(X)","(X)",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1281","183","20649","5966","84.7","9.3","20213","5370","13.3","9.4","25346","27245","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","2.0","2.4","2,500-","-333333333","0.0","2.5","-","**","84.7","9.3","20213","5370","38.3","9.4","7635","2940","32.4","9.0","34922","12200","20.1","6.5","29737","30373","9.1","3.0","22938","20345","329","110","37917","27066","41.6","17.4","45903","38556","58.4","17.4","24286","34120","43.5","19.2","52337","31370","39.8","19.1","22891","6300","16.7","13.4","9410","162174","952","178","17500","8017","56.1","12.9","13279","6780","23.1","9.0","14559","3517","33.0","11.1","9331","9969","43.9","12.9","25091","11248","22.6","10.0","25977","11415","21.3","11.7","19728","19538","28.8","-888888888.0","(X)","-888888888","13.4","-888888888.0","(X)","(X)","32.8","-888888888.0","(X)","(X)",
"1400000US18105000700","Census Tract 7, Monroe County, Indiana","1230","117","57267","6874","96.2","4.0","59716","6893","2.8","3.5","-","-222222222","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","1.0","1.7","-","-222222222","1.2","2.1","-","**","96.2","4.0","59716","6893","1.5","1.7","50341","36960","26.5","6.2","63875","8776","45.6","6.1","63850","19929","26.3","4.9","40455","10772","932","95","64196","6434","43.9","6.9","65875","11590","56.1","6.9","63507","8811","79.5","6.8","75260","11170","15.0","6.0","37250","10940","5.5","3.8","59028","37595","298","97","35000","9830","59.4","18.1","23906","10110","49.7","18.7","22353","5747","9.7","9.0","56635","5638","40.6","18.1","40972","31891","32.9","16.3","41481","51096","7.7","7.6","30972","65668","17.6","-888888888.0","(X)","-888888888","15.2","-888888888.0","(X)","(X)","21.5","-888888888.0","(X)","(X)",
"1400000US18105000800","Census Tract 8, Monroe County, Indiana","2499","208","44309","9734","85.8","4.8","50864","8449","3.8","3.1","8352","2710","0.0","1.3","-","-222222222","9.6","3.8","6094","18232","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","0.8","0.9","222813","376114","1.6","2.0","52727","91372","84.2","4.6","50790","9579","14.5","5.5","4896","6668","34.7","4.6","46887","9379","26.3","3.5","65417","20963","24.4","3.8","57188","25078","1349","165","58549","7978","39.1","8.8","54167","22146","60.9","8.8","58894","8172","77.8","7.6","64056","17343","9.8","4.8","42500","47620","12.5","7.0","17045","35506","1150","228","24000","9290","52.5","9.8","32794","12599","33.9","9.6","35667","16702","18.6","8.5","12262","48430","47.5","9.8","9577","13151","30.3","8.5","10083","18751","17.1","8.1","9290","48560","27.6","-888888888.0","(X)","-888888888","22.0","-888888888.0","(X)","(X)","34.1","-888888888.0","(X)","(X)",
"1400000US18105000901","Census Tract 9.01, Monroe County, Indiana","1260","75","43611","6669","89.1","5.9","45927","13207","0.6","1.4","-","-222222222","0.0","2.5","-","-222222222","7.1","5.0","19904","50660","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","3.3","3.2","34219","31988","6.7","6.3","77857","55521","82.5","7.7","44201","10747","19.3","6.5","13155","5201","35.6","7.4","45123","9123","24.5","6.9","96250","29629","20.6","3.0","75500","27950","626","126","76250","18519","22.0","10.5","47402","55950","78.0","10.5","78214","20421","72.7","13.1","90375","41687","13.9","9.1","41776","18982","13.4","9.6","46371","3683","634","121","23864","7446","49.7","11.3","22614","8407","33.8","10.2","23478","8485","15.9","8.0","20625","15555","50.3","11.3","28977","13742","27.1","10.6","25500","24911","23.2","10.5","30236","15065","27.0","-888888888.0","(X)","-888888888","31.0","-888888888.0","(X)","(X)","23.0","-888888888.0","(X)","(X)",
"1400000US18105000903","Census Tract 9.03, Monroe County, Indiana","2226","223","28902","8291","79.2","7.1","31667","8488","3.0","3.8","90755","102764","0.0","1.4","-","-222222222","12.7","5.5","2,500-","-333333333","0.0","1.4","-","-222222222","4.4","3.8","16742","31855","0.7","1.1","168667","479","2.8","3.0","65347","96392","77.5","7.0","29756","8150","25.5","6.5","12556","5241","34.0","5.6","33141","6849","19.5","4.2","75026","15169","20.9","3.3","25437","4521","895","138","66094","8263","40.7","8.1","66625","15456","59.3","8.1","65799","26726","84.4","9.6","68675","7375","14.5","9.6","17121","7638","1.1","1.9","-","**","1331","209","20680","5515","48.4","9.6","22700","6423","44.5","9.9","21813","6101","3.9","4.7","35833","22000","51.6","9.6","18838","8168","36.0","9.3","16685","6865","15.6","7.2","28235","29632","22.8","-888888888.0","(X)","-888888888","18.5","-888888888.0","(X)","(X)","25.6","-888888888.0","(X)","(X)",
"1400000US18105000904","Census Tract 9.04, Monroe County, Indiana","2230","153","40270","14459","81.0","5.6","55833","10856","3.9","2.9","26900","24012","0.0","1.4","-","-222222222","12.6","4.9","2,500-","-333333333","0.0","1.4","-","-222222222","0.2","0.4","-","-222222222","2.2","1.8","9079","16360","3.0","2.6","12625","7434","79.6","6.3","56726","9880","33.5","6.5","6493","4829","28.7","6.1","70381","15526","20.1","3.2","110192","24453","17.7","3.6","56563","24474","1084","144","90758","17430","37.6","7.0","98125","31181","62.4","7.0","84302","20593","81.5","8.3","104643","18340","12.4","5.5","53750","16210","6.1","5.9","12917","21924","1146","160","11496","2785","41.7","9.7","13125","6625","21.5","7.1","23913","12691","20.2","8.4","11190","3972","58.3","9.7","10688","3860","20.7","8.5","32625","26583","37.6","10.3","9886","4643","26.8","-888888888.0","(X)","-888888888","24.0","-888888888.0","(X)","(X)","29.4","-888888888.0","(X)","(X)",
"1400000US18105001001","Census Tract 10.01, Monroe County, Indiana","1964","118","79868","7551","90.5","3.6","83992","8063","1.5","1.7","73846","72710","1.2","1.4","137500","537401","3.7","2.1","39231","45760","0.0","1.6","-","-222222222","2.3","2.0","36771","90336","0.8","1.1","58750","57884","1.0","1.4","-","**","90.5","3.6","83992","8063","8.4","3.6","12375","31107","26.0","3.7","76250","10295","47.3","4.6","101250","15698","18.4","2.9","71852","17560","1491","114","90884","9225","41.1","6.7","85104","8012","58.9","6.7","102143","20043","84.1","5.7","105714","14077","13.5","5.4","65030","60400","2.4","1.8","65769","8328","473","108","35272","5070","57.7","11.4","36793","11819","53.1","10.8","40625","12468","4.7","5.6","22708","21345","42.3","11.4","34103","7469","23.9","10.8","19625","40659","18.4","11.3","34199","4049","21.6","-888888888.0","(X)","-888888888","18.4","-888888888.0","(X)","(X)","31.7","-888888888.0","(X)","(X)",
"1400000US18105001002","Census Tract 10.02, Monroe County, Indiana","2484","196","57104","10133","88.1","6.1","63142","9630","3.7","3.8","11875","64595","0.0","1.3","-","-222222222","6.7","3.5","53625","14992","0.0","1.3","-","-222222222","1.0","1.6","2,500-","-333333333","0.4","0.6","-","-222222222","2.8","2.6","64231","233480","86.3","6.3","62159","10757","3.7","2.3","11375","13929","37.6","6.0","52978","13686","34.1","4.9","86995","22638","24.6","3.6","46402","24318","1328","146","91087","15577","55.6","6.9","84250","21565","44.4","6.9","104250","28012","82.8","7.6","100616","10302","16.0","7.5","27373","21877","1.3","1.5","105375","47102","1156","229","32457","7827","56.1","11.6","30804","3611","45.3","11.4","28438","7840","10.7","7.6","55256","14695","43.9","11.6","44474","20067","39.5","12.1","47768","28786","4.4","3.3","44276","152052","20.6","-888888888.0","(X)","-888888888","14.5","-888888888.0","(X)","(X)","27.5","-888888888.0","(X)","(X)",
"1400000US18105001101","Census Tract 11.01, Monroe County, Indiana","2550","139","25719","3330","85.6","5.0","26002","3508","4.9","3.5","25196","7103","1.0","1.3","9236","26394","3.5","2.4","14167","85852","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","5.0","3.0","27000","24209","0.5","1.0","-","**","85.1","5.0","26131","3273","16.4","5.6","10536","5329","44.1","6.5","27468","9300","26.7","4.7","26682","7460","12.7","2.8","28882","10573","1103","155","34076","10421","50.2","8.9","19359","10889","49.8","8.9","42527","5484","45.4","10.6","52148","13544","39.1","10.0","19147","8190","15.5","8.7","25649","23674","1447","190","21144","3506","39.4","9.2","16071","9024","33.5","8.5","17098","9399","5.9","4.6","6509","64651","60.6","9.2","21954","6053","48.6","9.9","21078","3965","12.0","6.7","31731","9019","22.8","-888888888.0","(X)","-888888888","14.0","-888888888.0","(X)","(X)","28.4","-888888888.0","(X)","(X)",
"1400000US18105001102","Census Tract 11.02, Monroe County, Indiana","1693","124","40910","4216","96.3","2.6","41512","3807","1.3","1.5","102708","120933","1.8","2.1","-","-222222222","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","0.6","1.0","-","-222222222","0.0","1.9","-","**","96.3","2.6","41512","3807","10.2","5.5","31354","7107","40.3","6.5","58452","7181","36.8","5.9","33650","13545","12.8","2.5","31324","18968","881","102","48911","8044","56.2","8.9","49148","11466","43.8","8.9","48333","15749","60.7","10.2","64926","9472","33.4","9.6","30966","22121","5.9","4.1","41000","6669","812","142","26781","4674","49.8","11.3","34545","8615","42.6","11.7","27407","12162","7.1","4.9","52045","29472","50.2","11.3","17375","18546","41.9","11.1","15958","9649","8.4","7.0","27361","44098","17.7","-888888888.0","(X)","-888888888","22.9","-888888888.0","(X)","(X)","11.9","-888888888.0","(X)","(X)",
"1400000US18105001103","Census Tract 11.03, Monroe County, Indiana","1187","132","49736","9517","97.1","3.1","49760","10046","0.8","1.4","-","-222222222","0.0","2.7","-","-222222222","1.5","2.3","-","-222222222","0.0","2.7","-","-222222222","0.0","2.7","-","-222222222","0.6","1.0","-","-222222222","0.0","2.7","-","**","97.1","3.1","49760","10046","5.7","4.5","35000","12967","35.5","5.7","75938","17801","40.4","6.5","54095","22782","18.4","3.9","38264","5370","853","114","59476","17328","47.0","6.9","47596","31106","53.0","6.9","67115","19849","87.6","5.8","69471","15224","10.9","5.5","17829","7970","1.5","1.9","32321","105853","334","85","27121","11928","66.2","12.9","24205","6050","63.2","13.1","23068","5649","3.0","5.1","-","-222222222","33.8","12.9","39464","30489","21.0","9.9","37738","21749","12.9","11.8","94226","99878","20.5","-888888888.0","(X)","-888888888","22.0","-888888888.0","(X)","(X)","16.5","-888888888.0","(X)","(X)",
"1400000US18105001200","Census Tract 12, Monroe County, Indiana","2267","138","44016","6671","96.0","3.0","43734","6576","0.4","0.7","-","-222222222","0.0","1.4","-","-222222222","0.4","0.7","250,000+","-333333333","0.0","1.4","-","-222222222","1.4","2.2","-","-222222222","1.8","1.8","13542","78709","2.9","2.8","120197","126834","94.5","3.4","43203","6020","0.7","0.9","56705","19595","36.7","5.5","45430","18915","44.8","5.8","51673","12666","17.9","2.9","31108","4585","1563","147","60701","10042","36.9","6.3","60650","19066","63.1","6.3","60762","9223","82.7","8.1","63673","4726","13.9","7.8","19211","12004","3.3","3.1","40833","51659","704","184","30859","8079","36.9","12.6","28182","8854","28.3","11.8","23681","9519","8.7","6.6","80114","76039","63.1","12.6","35368","14536","55.3","11.8","28229","16763","7.8","7.0","44453","17002","25.1","-888888888.0","(X)","-888888888","21.4","-888888888.0","(X)","(X)","33.1","-888888888.0","(X)","(X)",
"1400000US18105001301","Census Tract 13.01, Monroe County, Indiana","2062","189","54143","12083","97.2","2.4","55091","10320","0.6","1.0","-","-222222222","0.8","1.4","-","-222222222","0.0","1.6","-","-222222222","0.0","1.6","-","-222222222","0.7","1.2","-","-222222222","0.6","1.0","-","-222222222","0.0","1.6","-","**","97.2","2.4","55091","10320","2.3","3.6","-","-222222222","29.8","5.9","52614","14273","45.7","5.5","56071","13103","22.2","3.6","31776","25345","1496","183","62546","6274","34.6","7.9","60781","16848","65.4","7.9","62977","6851","81.6","7.2","64851","4757","9.3","4.4","27361","26038","9.1","6.7","29276","48742","566","164","27609","4582","51.9","15.3","26364","6545","48.9","15.6","25720","6736","3.0","3.5","100375","105882","48.1","15.3","33667","16491","39.4","14.9","26058","19181","8.7","7.7","43385","4222","21.4","-888888888.0","(X)","-888888888","24.3","-888888888.0","(X)","(X)","13.6","-888888888.0","(X)","(X)",
"1400000US18105001303","Census Tract 13.03, Monroe County, Indiana","2112","136","61667","6375","99.4","0.8","61366","6201","0.3","0.5","-","-222222222","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.3","0.6","-","-222222222","0.0","1.5","-","**","99.4","0.8","61366","6201","1.9","1.5","24167","87205","35.5","3.6","72298","10001","43.9","4.5","64554","8116","18.7","4.0","22670","10043","1511","132","76278","8718","45.6","6.2","77548","8712","54.4","6.2","72083","15635","87.8","4.0","82738","10177","11.6","3.8","40341","22527","0.7","0.9","96786","7515","601","145","21840","4158","64.1","12.8","21495","3457","59.1","12.7","20760","5322","5.0","5.5","27344","74759","35.9","12.8","22303","18297","26.5","12.3","26033","20726","9.5","10.7","19238","82287","16.5","-888888888.0","(X)","-888888888","11.9","-888888888.0","(X)","(X)","28.0","-888888888.0","(X)","(X)",
"1400000US18105001304","Census Tract 13.04, Monroe County, Indiana","1526","129","46121","5801","98.1","1.7","46401","6263","0.7","1.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","1.2","1.3","9750","178862","0.0","2.1","-","**","98.1","1.7","46401","6263","4.7","4.1","21765","20015","39.0","6.3","57708","7772","33.8","6.0","51346","22430","22.5","4.1","22375","13203","1028","116","54327","7999","56.3","6.8","58708","8300","43.7","6.8","46488","9126","74.0","9.1","62813","9917","19.9","7.7","27159","32891","6.0","3.7","51250","15129","498","124","18705","2403","59.2","13.9","18175","5230","49.2","14.7","15583","7677","10.0","9.5","36161","7057","40.8","13.9","19508","32869","34.5","13.0","18333","11362","6.2","6.5","74063","60411","22.6","-888888888.0","(X)","-888888888","18.7","-888888888.0","(X)","(X)","28.3","-888888888.0","(X)","(X)",
"1400000US18105001305","Census Tract 13.05, Monroe County, Indiana","878","89","46181","17672","96.1","4.1","45972","16881","0.9","1.6","-","-222222222","1.6","2.4","21944","24802","0.0","3.6","-","-222222222","0.0","3.6","-","-222222222","0.0","3.6","-","-222222222","1.4","2.0","-","-222222222","0.0","3.6","-","**","96.1","4.1","45972","16881","1.3","2.0","-","-222222222","41.2","8.2","36500","22513","44.3","8.3","73295","17080","13.2","3.3","37813","5625","710","89","53750","20411","51.5","10.5","32091","14989","48.5","10.5","81071","9661","73.5","11.4","77895","23859","20.4","10.8","16625","20145","6.1","5.6","42946","40921","168","72","38819","10152","37.5","21.2","29327","16563","29.2","19.6","27981","17745","8.3","11.8","-","-222222222","62.5","21.2","65063","54169","44.6","22.4","65563","40862","17.9","18.8","9474","91511","8.5","-888888888.0","(X)","-888888888","10.6","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US18105001401","Census Tract 14.01, Monroe County, Indiana","866","105","56813","13687","96.4","4.0","56344","12698","0.0","3.7","-","-222222222","0.9","1.7","-","-222222222","2.7","3.7","250,000+","-333333333","0.0","3.7","-","-222222222","0.0","3.7","-","-222222222","0.0","3.7","-","-222222222","0.0","3.7","-","**","96.4","4.0","56344","12698","0.0","3.7","-","-222222222","32.4","7.8","78625","20326","45.0","10.5","57069","18678","22.5","7.9","39375","13828","673","87","65987","14705","35.4","7.2","82778","20748","64.6","7.2","56964","12420","90.0","6.3","65921","14391","4.3","3.9","39107","85490","5.6","5.4","70682","129679","193","97","35257","13239","94.8","8.5","29906","14569","83.9","15.6","29250","11162","10.9","14.1","102813","54728","5.2","8.5","-","-222222222","5.2","8.5","-","-222222222","0.0","15.4","-","-222222222","21.2","-888888888.0","(X)","-888888888","15.9","-888888888.0","(X)","(X)","39.9","-888888888.0","(X)","(X)",
"1400000US18105001402","Census Tract 14.02, Monroe County, Indiana","2079","182","58422","4037","93.5","3.8","56946","3945","1.4","1.3","64408","15736","0.0","1.5","-","-222222222","0.3","0.6","-","-222222222","0.0","1.5","-","-222222222","0.7","1.1","-","-222222222","4.1","3.6","66536","710","0.0","1.5","-","**","93.5","3.8","56946","3945","2.6","3.0","39309","55125","33.8","6.0","54375","4368","42.9","6.3","63563","21453","20.7","4.9","51000","33262","1489","163","62532","7297","37.1","6.3","54167","3796","62.9","6.3","66232","6770","81.6","8.1","70288","16215","15.0","8.0","58375","45350","3.4","3.2","33155","6792","590","166","46923","15955","55.9","14.2","44444","37091","35.6","13.8","14750","22312","20.3","12.7","72188","31568","44.1","14.2","47308","12934","33.2","11.7","31154","27118","10.8","8.3","58043","10074","20.0","-888888888.0","(X)","-888888888","19.8","-888888888.0","(X)","(X)","18.8","-888888888.0","(X)","(X)",
"1400000US18105001501","Census Tract 15.01, Monroe County, Indiana","1932","140","56229","9616","99.1","0.8","56589","9861","0.6","0.9","-","-222222222","0.0","1.7","-","-222222222","0.3","0.5","2,500-","-333333333","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","0.0","1.7","-","**","99.1","0.8","56589","9861","5.9","3.3","30735","19351","30.1","4.9","68427","12962","44.0","4.4","64732","14161","20.0","3.6","35500","10473","1345","135","71930","9267","39.6","6.3","71642","20777","60.4","6.3","72955","11753","91.5","5.9","77533","12077","7.4","5.5","26224","3707","1.1","1.8","-","**","587","141","26875","10825","44.6","11.3","21161","8494","36.5","11.4","19402","6623","8.2","7.2","31029","23001","55.4","11.3","31125","13358","43.1","11.6","31125","23895","12.3","8.6","40000","35550","21.1","-888888888.0","(X)","-888888888","24.9","-888888888.0","(X)","(X)","12.4","-888888888.0","(X)","(X)",
"1400000US18105001502","Census Tract 15.02, Monroe County, Indiana","1026","132","73261","20169","100.0","3.1","73261","20169","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","**","100.0","3.1","73261","20169","4.3","3.9","11250","64567","27.2","5.8","67171","20755","50.7","7.0","88036","14751","17.8","5.3","40329","14475","596","123","74464","27524","37.2","9.7","66974","20822","62.8","9.7","92188","52097","78.9","12.1","88611","14718","18.1","10.9","28125","17269","3.0","4.9","-","**","430","131","46875","55698","52.8","15.6","43365","30838","43.3","15.4","31591","20476","9.5","8.0","86771","35069","47.2","15.6","79931","52153","39.5","15.0","77639","106110","7.7","10.9","-","-222222222","17.1","-888888888.0","(X)","-888888888","23.5","-888888888.0","(X)","(X)","8.1","-888888888.0","(X)","(X)",
"1400000US18105001600","Census Tract 16, Monroe County, Indiana","2041","245","8848","2207","94.9","2.8","8617","2076","1.1","1.7","-","-222222222","0.0","1.6","-","-222222222","3.0","2.4","20833","14244","0.0","1.6","-","-222222222","0.4","0.8","-","-222222222","0.5","0.8","-","-222222222","3.1","2.9","4924","28400","92.2","4.1","8576","2106","80.5","5.4","7794","1823","13.4","4.9","19201","6263","5.5","2.0","20450","25942","0.6","0.7","23750","27684","66","35","6442","26095","48.5","30.2","6538","25613","51.5","30.2","4861","160320","33.3","39.0","105208","133163","39.4","36.6","-","**","27.3","33.5","-","**","1975","247","8767","2136","36.7","7.6","9196","2402","10.0","4.3","7778","4264","26.6","6.8","9868","3391","63.3","7.6","8305","3496","39.1","8.9","5679","2345","24.2","7.9","12451","9093","32.0","-888888888.0","(X)","-888888888","0.0","-888888888.0","(X)","(X)","33.1","-888888888.0","(X)","(X)",
