"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than high school graduate","Margin of Error!!Total:!!Less than high school graduate","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college or associate's degree","Margin of Error!!Total:!!Some college or associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree","Estimate!!Total:!!Same house 1 year ago:","Margin of Error!!Total:!!Same house 1 year ago:","Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate","Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate","Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree","Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Margin of Error!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Estimate!!Total:!!Moved within same county:","Margin of Error!!Total:!!Moved within same county:","Estimate!!Total:!!Moved within same county:!!Less than high school graduate","Margin of Error!!Total:!!Moved within same county:!!Less than high school graduate","Estimate!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved within same county:!!Some college or associate's degree","Margin of Error!!Total:!!Moved within same county:!!Some college or associate's degree","Estimate!!Total:!!Moved within same county:!!Bachelor's degree","Margin of Error!!Total:!!Moved within same county:!!Bachelor's degree","Estimate!!Total:!!Moved within same county:!!Graduate or professional degree","Margin of Error!!Total:!!Moved within same county:!!Graduate or professional degree","Estimate!!Total:!!Moved from different county within same state:","Margin of Error!!Total:!!Moved from different county within same state:","Estimate!!Total:!!Moved from different county within same state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different county within same state:!!Less than high school graduate","Estimate!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different county within same state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Bachelor's degree","Estimate!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Estimate!!Total:!!Moved from different state:","Margin of Error!!Total:!!Moved from different state:","Estimate!!Total:!!Moved from different state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different state:!!Less than high school graduate","Estimate!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different state:!!Bachelor's degree","Estimate!!Total:!!Moved from different state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different state:!!Graduate or professional degree","Estimate!!Total:!!Moved from abroad:","Margin of Error!!Total:!!Moved from abroad:","Estimate!!Total:!!Moved from abroad:!!Less than high school graduate","Margin of Error!!Total:!!Moved from abroad:!!Less than high school graduate","Estimate!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from abroad:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from abroad:!!Some college or associate's degree","Estimate!!Total:!!Moved from abroad:!!Bachelor's degree","Margin of Error!!Total:!!Moved from abroad:!!Bachelor's degree","Estimate!!Total:!!Moved from abroad:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from abroad:!!Graduate or professional degree",
"0500000US18105","Monroe County, Indiana","84496","63","6143","604","18748","1033","20968","948","20575","869","18062","836","69106","1057","4786","525","15497","957","17143","855","16380","872","15300","768","9100","990","676","204","2100","408","2502","421","2217","406","1605","347","2762","462","363","187","716","210","661","175","707","209","315","117","2692","411","275","143","319","132","569","184","832","231","697","199","836","277","43","46","116","89","93","116","439","198","145","84",
"1400000US18105000100","Census Tract 1, Monroe County, Indiana","1357","271","187","122","332","138","186","77","393","142","259","117","746","212","65","68","160","107","60","50","307","125","154","107","201","102","26","30","47","39","77","54","31","35","20","35","220","168","56","70","86","80","49","33","15","25","14","23","178","125","40","66","39","38","0","12","28","45","71","81","12","20","0","12","0","12","0","12","12","20","0","12",
"1400000US18105000201","Census Tract 2.01, Monroe County, Indiana","922","435","5","11","20","22","157","75","449","262","291","191","491","170","4","10","7","15","59","37","315","176","106","48","294","276","1","3","0","17","70","55","87","102","136","176","23","19","0","17","0","17","12","12","11","15","0","17","66","52","0","17","3","6","16","23","15","16","32","30","48","35","0","17","10","16","0","17","21","18","17","20",
"1400000US18105000202","Census Tract 2.02, Monroe County, Indiana","134","67","4","6","18","16","47","48","36","35","29","21","84","54","0","17","13","13","22","38","27","31","22","20","11","11","4","6","0","17","0","17","0","17","7","8","30","30","0","17","5","8","16","20","9","18","0","17","9","19","0","17","0","17","9","19","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105000301","Census Tract 3.01, Monroe County, Indiana","2081","236","57","42","144","87","363","141","749","194","768","179","1552","213","43","37","137","86","257","110","507","147","608","159","319","144","2","5","7","14","86","88","129","92","95","74","62","74","2","5","0","12","0","12","44","69","16","27","117","80","0","12","0","12","20","30","48","68","49","43","31","31","10","16","0","12","0","12","21","25","0","12",
"1400000US18105000302","Census Tract 3.02, Monroe County, Indiana","1678","157","41","36","124","63","81","40","403","127","1029","141","1418","138","25","26","108","63","55","33","339","117","891","123","89","60","0","12","0","12","15","19","25","29","49","36","27","32","16","25","0","12","11","18","0","12","0","12","70","46","0","12","0","12","0","12","28","32","42","35","74","56","0","12","16","24","0","12","11","18","47","51",
"1400000US18105000401","Census Tract 4.01, Monroe County, Indiana","2605","345","308","213","583","191","577","212","608","206","529","181","2080","306","281","207","514","176","477","191","412","148","396","146","303","155","27","43","29","31","95","62","56","81","96","97","66","70","0","12","5","10","2","4","40","46","19","29","135","118","0","12","35","56","3","6","79","95","18","28","21","35","0","12","0","12","0","12","21","35","0","12",
"1400000US18105000402","Census Tract 4.02, Monroe County, Indiana","3171","323","111","80","499","178","850","248","1189","239","522","164","2047","309","60","54","391","157","516","189","699","186","381","134","739","293","28","39","70","62","170","120","374","185","97","73","149","95","0","17","38","44","44","41","55","53","12","19","236","126","23","37","0","17","120","94","61","57","32","37","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105000501","Census Tract 5.01, Monroe County, Indiana","3270","249","297","125","1026","194","795","164","728","181","424","154","3043","242","238","119","970","178","734","161","710","184","391","151","170","100","35","49","28","40","56","50","18","23","33","43","41","45","16","33","20","27","5","10","0","17","0","17","16","34","8","17","8","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
