"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006E","S1902_C02_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_014E","S1902_C02_014M","S1902_C01_015E","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","1378","106","49762","3994","85.8","3.9","46520","4727","11.8","4.1","6720","4878","23.8","4.6","19836","3469","2.0","1.7","9986","2249","1.9","2.2","N","N","15.4","4.1","18969","5026","917","119","56426","4860","8.1","3.8","53736","9820","38.6","9.8","44075","5584","38.5","11.0","66130","9543","4.3","3.4","63477","13755","10.6","6.9","65404","17472","0.0","3.2","-","**","3496","294","20096","1607","87.6","6.4","19949","1788","1.9","1.2","45061","15299","4.2","3.5","21399","6775","0.5","0.7","N","N","0.0","0.9","-","**","3.1","4.3","20794","4161","2.8","2.8","7355","3091","4.7","4.9","16310","6579","85.9","6.3","20180","1884","30.5","(X)","(X)","(X)","32.6","(X)","(X)","(X)","22.5","(X)","(X)","(X)",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","1905","189","33750","5117","82.8","6.2","35262","6191","13.2","4.5","3924","2665","15.2","4.6","12388","2355","4.7","2.6","9398","4643","1.5","1.9","N","N","3.8","2.3","7036","3885","756","126","32220","9281","17.3","11.2","N","N","54.8","12.4","N","N","20.0","7.2","N","N","4.2","4.0","N","N","1.2","1.8","N","N","2.5","2.8","N","N","4382","432","17040","3608","70.3","9.6","16748","2743","9.4","4.7","6976","4681","0.0","0.7","-","**","2.6","2.0","12862","10054","0.0","0.7","-","**","4.8","5.4","24407","2555","12.9","6.1","24083","19871","5.5","5.4","21815","4452","69.6","9.5","16879","2777","21.1","(X)","(X)","(X)","18.1","(X)","(X)","(X)","17.5","(X)","(X)","(X)",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1280","146","24040","4619","74.2","8.3","26823","5940","7.1","4.0","904","889","16.6","6.4","12551","1414","3.1","3.8","N","N","1.3","1.6","N","N","6.6","4.7","13493","7247","397","117","21360","6590","34.8","15.7","N","N","31.2","16.9","N","N","25.2","15.3","N","N","6.3","9.1","N","N","0.0","7.3","N","N","2.5","4.0","N","N","3166","483","10595","1716","76.5","12.1","10087","1597","9.6","6.9","5192","1184","7.0","9.2","19826","398","0.1","0.2","N","N","0.0","0.9","-","**","2.9","3.0","11741","5443","3.9","2.7","16652","9624","10.9","9.3","15926","5516","75.1","12.0","10068","1625","25.7","(X)","(X)","(X)","24.2","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"1400000US18105000700","Census Tract 7, Monroe County, Indiana","1043","118","88345","13300","78.4","5.4","85858","13574","23.9","6.7","36598","36777","29.4","4.5","21797","3105","3.6","2.9","6000","3635","1.6","1.8","N","N","20.2","4.5","20958","5471","767","100","101173","18211","18.3","5.9","84227","67037","33.9","8.2","73755","28630","30.6","9.0","127300","17649","2.3","1.9","71472","31479","14.9","8.6","135345","38496","0.0","3.8","-","**","2666","281","34233","5611","91.9","4.1","36629","5984","1.9","1.4","23916","20725","0.0","1.1","-","**","0.0","1.1","-","**","0.4","0.6","N","N","0.0","1.1","-","**","5.8","4.0","1014","1634","3.4","3.7","N","N","91.3","4.2","36760","5987","21.7","(X)","(X)","(X)","20.5","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"1400000US18105000800","Census Tract 8, Monroe County, Indiana","2570","212","79209","10886","70.1","6.1","76599","13603","38.5","7.1","28902","10623","31.5","6.0","22374","2451","3.3","2.7","8542","1444","0.7","1.2","N","N","16.3","5.0","32032","7110","1257","148","118105","21289","17.1","6.2","N","N","24.0","7.7","N","N","44.2","8.0","N","N","11.4","6.4","N","N","2.5","2.7","N","N","0.8","1.3","N","N","6022","560","34770","4269","86.8","5.2","36941","4632","1.5","1.5","35875","13083","0.0","0.5","-","**","10.8","4.7","18153","8260","0.0","0.5","-","**","0.0","0.5","-","**","0.9","0.9","22661","34136","0.9","0.9","5883","2066","86.0","5.0","37265","4664","20.4","(X)","(X)","(X)","18.9","(X)","(X)","(X)","18.3","(X)","(X)","(X)",
"1400000US18105000901","Census Tract 9.01, Monroe County, Indiana","1140","83","70276","17882","84.5","4.6","64635","22182","32.6","7.5","20181","9081","22.5","4.2","20421","2778","2.1","2.2","12929","5548","0.0","2.6","-","**","9.6","3.5","34386","12158","416","75","129906","50463","7.9","5.0","N","N","50.5","15.5","N","N","39.4","14.6","N","N","0.0","7.0","N","N","0.0","7.0","N","N","2.2","3.3","N","N","2930","296","28858","7353","78.2","7.6","33936","9614","2.1","2.2","14139","15883","0.3","0.6","N","N","17.7","7.1","10498","6502","0.0","1.0","-","**","0.7","0.8","N","N","1.0","1.1","N","N","5.7","3.0","15480","16304","74.1","7.2","34682","10096","34.3","(X)","(X)","(X)","11.8","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"1400000US18105000903","Census Tract 9.03, Monroe County, Indiana","2602","183","36493","5386","79.1","5.1","34063","5744","24.4","6.6","13026","9926","24.6","5.9","14080","1972","3.5","2.8","9558","3817","0.0","1.1","-","**","8.8","2.9","23361","8628","954","165","54650","11939","11.8","7.3","N","N","40.6","12.1","N","N","30.3","11.8","N","N","13.7","9.4","N","N","1.5","2.6","N","N","2.1","3.7","N","N","5125","364","19415","2787","83.5","5.2","19882","3112","5.2","3.0","29445","17832","0.0","0.6","-","**","7.0","4.0","5741","1934","0.0","0.6","-","**","0.5","0.6","N","N","3.7","3.0","18832","13979","5.4","3.7","22638","11418","78.6","5.9","19779","3233","17.9","(X)","(X)","(X)","17.1","(X)","(X)","(X)","15.9","(X)","(X)","(X)",
"1400000US18105000904","Census Tract 9.04, Monroe County, Indiana","2314","151","69209","10332","70.4","5.2","70906","12814","27.1","5.2","26540","13056","19.5","3.4","21565","3878","0.4","0.7","N","N","0.6","0.9","N","N","16.6","3.7","44952","18395","902","139","112029","20227","15.6","5.3","134982","50453","36.8","13.7","66088","34253","35.7","11.7","153501","34373","5.3","3.8","57935","28412","6.5","6.4","133358","31038","0.0","3.3","-","**","5483","412","29218","4994","62.0","7.5","42468","7162","4.5","4.1","4899","3366","0.6","0.9","N","N","30.2","7.5","7295","4205","0.3","0.5","N","N","0.1","0.1","N","N","2.3","2.1","14509","10065","1.9","2.1","933","512","60.2","7.3","43733","7353","28.5","(X)","(X)","(X)","17.8","(X)","(X)","(X)","26.1","(X)","(X)","(X)",
"1400000US18105001001","Census Tract 10.01, Monroe County, Indiana","2005","103","113421","17084","80.0","5.4","113244","20808","44.5","6.9","21059","11334","25.3","4.8","24004","3345","0.6","1.0","N","N","0.0","1.5","-","**","20.3","5.1","30325","8859","1405","153","128792","20928","14.3","5.4","N","N","33.0","8.1","N","N","44.6","8.3","N","N","0.9","1.4","N","N","6.5","4.3","N","N","0.7","1.2","N","N","5081","313","45176","6411","82.6","5.3","46780","7158","6.1","4.7","41036","21556","0.0","0.6","-","**","9.3","2.8","40498","13151","0.0","0.6","-","**","0.0","0.6","-","**","2.0","1.4","N","N","2.2","2.7","22707","39647","80.4","5.5","47446","7042","21.3","(X)","(X)","(X)","21.6","(X)","(X)","(X)","15.2","(X)","(X)","(X)",
"1400000US18105001002","Census Tract 10.02, Monroe County, Indiana","2670","151","76063","8128","81.0","5.2","76502","8287","34.0","6.2","11019","4721","25.1","4.2","21000","2386","3.0","1.9","6004","2640","1.4","1.4","N","N","17.8","4.0","24462","5015","1395","175","106548","14129","15.1","7.1","N","N","31.6","9.4","N","N","36.3","8.1","N","N","7.9","4.6","N","N","6.5","3.8","N","N","2.7","3.1","N","N","5601","357","37105","4138","82.9","4.5","40636","4755","2.6","1.9","42394","14562","0.0","0.5","-","**","10.1","3.6","19484","9120","0.0","0.5","-","**","0.9","1.6","N","N","3.5","2.2","6405","4604","2.7","2.2","13829","9450","81.3","4.8","41224","4858","15.6","(X)","(X)","(X)","17.8","(X)","(X)","(X)","11.8","(X)","(X)","(X)",
"1400000US18105001101","Census Tract 11.01, Monroe County, Indiana","2391","151","45184","3928","82.5","4.9","45715","4761","16.6","4.7","3862","2550","16.2","4.7","19316","3802","7.4","4.1","10061","4111","3.5","2.3","6225","3937","9.6","3.8","22435","8042","1099","139","51535","7136","20.1","7.6","N","N","29.6","9.3","N","N","34.6","9.1","N","N","10.3","6.9","N","N","4.5","5.1","N","N","1.0","1.4","N","N","5420","464","20780","1933","82.9","5.7","23076","2132","4.1","2.4","9234","4297","0.4","0.7","-","**","6.7","4.2","14608","7987","0.0","0.6","-","**","0.2","0.3","N","N","5.6","3.2","5034","4964","3.0","2.5","2826","2985","82.5","5.8","23096","2147","25.6","(X)","(X)","(X)","25.7","(X)","(X)","(X)","21.5","(X)","(X)","(X)",
"1400000US18105001102","Census Tract 11.02, Monroe County, Indiana","1806","131","58253","6303","81.8","4.4","63112","7278","18.3","4.5","8245","5491","13.5","3.6","13518","2510","4.5","2.3","9743","1411","2.4","2.0","4516","4271","8.5","3.8","20163","5376","939","142","75028","11344","9.5","4.1","28154","8056","28.9","10.5","58379","29013","45.7","9.6","96940","13880","8.4","5.5","58942","28516","3.7","2.7","93760","22969","3.8","3.7","72214","3642","4637","449","24006","2191","84.3","5.6","26080","2677","7.2","4.3","12880","6966","0.3","0.5","N","N","2.8","2.1","30338","15911","0.0","0.6","-","**","1.3","1.8","-","**","4.1","2.8","4444","3941","3.5","2.1","23887","18161","82.0","5.8","25895","2388","29.3","(X)","(X)","(X)","32.9","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"1400000US18105001103","Census Tract 11.03, Monroe County, Indiana","1205","112","78589","21626","81.7","5.3","66237","10280","17.0","4.7","42576","58854","28.3","4.9","19789","2452","3.9","3.9","9583","1558","2.2","2.0","1226","1097","23.4","6.1","43356","42348","907","122","89473","28726","15.8","5.5","144352","173551","29.3","8.2","55759","14510","36.7","7.8","90792","17037","5.7","4.9","52321","20005","9.6","6.2","129722","74542","2.9","2.2","55277","21265","3161","306","30294","8000","90.1","5.5","32553","8942","1.7","2.1","28432","6091","0.0","0.9","-","**","3.1","4.4","8584","1225","0.0","0.9","-","**","0.3","0.5","N","N","4.7","2.9","3619","3436","3.0","2.5","79351","34123","87.5","6.0","30887","8801","21.8","(X)","(X)","(X)","24.1","(X)","(X)","(X)","18.3","(X)","(X)","(X)",
"1400000US18105001200","Census Tract 12, Monroe County, Indiana","2430","147","69089","5385","83.3","5.6","69118","5782","21.9","4.8","8057","3973","28.6","5.9","17592","2317","2.6","2.4","8721","5478","0.7","1.1","N","N","18.8","4.3","20420","4023","1785","149","79621","5907","10.5","4.1","45289","12477","32.2","8.4","63966","12744","39.3","7.3","91724","8313","5.5","4.8","65505","24968","12.5","4.3","116871","11436","0.0","1.7","-","**","6083","375","27805","2080","97.4","1.8","27185","1901","0.0","0.5","-","**","0.0","0.5","-","**","1.2","1.1","89432","67979","0.0","0.5","-","**","0.0","0.5","-","**","1.4","1.1","N","N","1.4","1.4","N","N","96.4","2.2","27434","1938","29.4","(X)","(X)","(X)","28.0","(X)","(X)","(X)","22.0","(X)","(X)","(X)",
"1400000US18105001301","Census Tract 13.01, Monroe County, Indiana","2369","147","56745","5215","80.9","5.0","52623","5815","19.4","5.8","9014","3185","36.9","5.2","16557","2116","5.1","3.2","7779","2894","4.0","2.5","3645","3073","22.7","6.2","13684","2761","1775","160","62297","6426","11.0","5.1","51139","18117","32.1","7.1","56372","11408","37.1","7.2","65192","10314","5.4","3.5","63068","7018","9.0","4.1","89512","23172","5.4","5.0","54166","31866","5839","423","23661","2181","97.6","2.2","23677","2262","0.0","0.5","-","**","0.2","0.3","N","N","0.0","0.5","-","**","0.0","0.5","-","**","0.0","0.5","-","**","2.2","2.2","24741","16871","0.7","0.8","N","N","97.1","2.4","23790","2257","27.2","(X)","(X)","(X)","24.6","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"1400000US18105001303","Census Tract 13.03, Monroe County, Indiana","2283","132","71120","11372","80.6","5.3","72389","12310","26.8","7.3","8988","7205","32.9","5.3","19004","2035","0.8","1.2","N","N","0.7","1.2","N","N","22.0","5.3","15210","5012","1611","134","74473","9352","12.0","5.4","51942","10314","26.8","9.2","56997","8858","39.5","7.4","98320","21409","9.7","5.6","50744","10811","6.6","3.9","89787","28723","5.3","4.4","60181","11160","5894","411","28004","4778","96.9","2.3","28685","4757","0.2","0.3","N","N","0.0","0.5","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.8","1.0","N","N","2.1","1.8","N","N","2.2","1.8","9703","11372","96.2","2.4","28704","4799","21.5","(X)","(X)","(X)","18.5","(X)","(X)","(X)","15.6","(X)","(X)","(X)",
"1400000US18105001304","Census Tract 13.04, Monroe County, Indiana","1646","146","52262","4858","78.6","4.3","55770","5592","14.2","5.0","4426","1888","25.3","4.3","15462","1691","4.7","3.6","8724","2726","4.0","4.0","677","585","18.8","4.8","13599","3146","1034","135","61169","7127","8.0","3.4","N","N","44.1","9.3","N","N","36.8","8.3","N","N","3.4","3.1","N","N","6.9","4.1","N","N","0.9","1.4","N","N","3999","344","22167","2272","89.1","5.2","23916","2789","2.6","2.2","14240","3687","0.0","0.7","-","**","0.0","0.7","-","**","0.0","0.7","-","**","5.0","3.7","N","N","3.4","3.3","N","N","5.5","3.8","N","N","88.5","5.2","24072","2816","21.7","(X)","(X)","(X)","13.2","(X)","(X)","(X)","14.4","(X)","(X)","(X)",
"1400000US18105001305","Census Tract 13.05, Monroe County, Indiana","862","79","68943","5891","83.9","6.0","67773","6216","26.7","8.1","7793","4458","31.6","6.3","16967","1900","3.7","2.5","11122","6733","1.7","1.7","8500","8600","19.1","5.1","17304","3911","608","69","78742","7205","6.4","4.0","N","N","25.2","6.1","N","N","52.6","8.4","N","N","6.7","4.2","N","N","8.4","4.0","N","N","0.7","1.0","N","N","2208","194","27522","2375","97.1","1.8","27446","2515","0.6","0.6","N","N","0.0","1.3","-","**","0.1","0.2","N","N","0.0","1.3","-","**","0.5","0.7","N","N","1.7","1.3","12935","20840","0.0","1.3","-","**","97.1","1.8","27446","2515","23.9","(X)","(X)","(X)","26.8","(X)","(X)","(X)","21.3","(X)","(X)","(X)",
"1400000US18105001401","Census Tract 14.01, Monroe County, Indiana","864","95","82619","10094","80.9","5.1","80535","12097","29.3","6.5","10629","4667","28.1","6.1","21798","2596","4.5","3.3","9308","1902","2.7","3.0","N","N","25.6","6.3","25279","5917","694","82","93450","11276","17.1","5.1","N","N","27.4","7.8","N","N","46.8","9.1","N","N","0.0","4.2","N","N","6.9","3.8","N","N","1.7","1.8","N","N","2246","236","32264","4102","97.6","2.0","32065","4150","0.3","0.4","N","N","0.0","1.3","-","**","0.8","1.2","N","N","0.0","1.3","-","**","0.0","1.3","-","**","1.3","1.3","N","N","0.6","1.1","N","N","96.9","2.8","32269","4203","22.9","(X)","(X)","(X)","24.8","(X)","(X)","(X)","18.8","(X)","(X)","(X)",
"1400000US18105001402","Census Tract 14.02, Monroe County, Indiana","2324","197","89079","13842","78.5","5.9","83033","12636","37.0","6.8","24340","14711","35.1","5.1","20193","2297","1.5","1.9","N","N","0.6","1.0","N","N","21.4","6.3","31171","14256","1390","133","108262","19599","21.4","8.7","N","N","15.8","6.8","N","N","45.9","9.9","N","N","4.6","4.0","N","N","7.6","4.8","N","N","4.7","6.7","N","N","5249","308","40386","6373","96.5","2.4","41087","6730","0.3","0.4","-","**","0.0","0.6","-","**","2.3","2.0","6357","6369","0.3","0.5","N","N","0.0","0.6","-","**","0.5","0.7","N","N","2.1","1.3","70282","37069","94.4","2.6","40433","6931","22.1","(X)","(X)","(X)","19.7","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"1400000US18105001501","Census Tract 15.01, Monroe County, Indiana","2080","142","94727","15841","82.3","5.0","97989","19374","25.0","6.3","13362","6190","33.9","7.3","17902","2687","1.3","1.6","N","N","1.1","1.9","N","N","19.5","5.9","20287","7293","1517","201","111917","20995","14.2","6.1","N","N","20.6","7.2","N","N","43.4","8.9","N","N","15.2","9.4","N","N","5.1","3.6","N","N","1.5","2.5","N","N","5452","469","36570","5453","97.7","2.3","36286","5413","0.0","0.5","-","**","0.3","0.5","N","N","1.7","2.0","65341","23345","0.0","0.5","-","**","0.0","0.5","-","**","0.3","0.5","-","**","0.0","0.5","-","**","97.7","2.3","36286","5413","24.9","(X)","(X)","(X)","25.6","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"1400000US18105001502","Census Tract 15.02, Monroe County, Indiana","1148","151","95577","16166","88.6","3.9","82918","13640","35.7","6.7","19961","13350","34.5","6.2","19166","2921","5.1","3.5","12080","4868","0.8","1.2","N","N","21.8","6.3","32011","15666","779","123","95783","19025","10.4","4.5","N","N","32.9","10.9","N","N","41.3","10.1","N","N","2.1","2.4","N","N","10.7","6.4","N","N","2.7","2.4","N","N","2851","362","38523","7306","97.4","2.3","39208","7485","0.0","1.0","-","**","0.0","1.0","-","**","0.6","0.6","N","N","0.0","1.0","-","**","0.0","1.0","-","**","2.1","2.2","N","N","0.8","1.1","N","N","96.6","2.6","39092","7525","24.2","(X)","(X)","(X)","27.7","(X)","(X)","(X)","22.3","(X)","(X)","(X)",
"1400000US18105001600","Census Tract 16, Monroe County, Indiana","2094","226","16737","2921","93.4","4.7","16630","3119","9.0","4.3","3696","2211","4.3","3.4","11297","8339","2.6","3.2","N","N","0.6","0.9","N","N","0.0","1.4","-","**","61","31","31244","12054","0.0","36.3","-","**","0.0","36.3","-","**","100.0","36.3","31244","12054","0.0","36.3","-","**","0.0","36.3","-","**","0.0","36.3","-","**","5606","734","7422","1218","90.3","4.7","7427","1333","1.7","1.6","9611","7606","0.0","0.5","-","**","6.6","4.1","8061","4305","0.0","0.5","-","**","0.6","0.9","N","N","0.8","1.1","1680","1931","4.0","1.8","8427","6679","86.9","4.7","7337","1323","35.0","(X)","(X)","(X)","0.0","(X)","(X)","(X)","34.9","(X)","(X)","(X)",
