"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than high school graduate","Margin of Error!!Total:!!Less than high school graduate","Estimate!!Total:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!High school graduate (includes equivalency)","Estimate!!Total:!!Some college or associate's degree","Margin of Error!!Total:!!Some college or associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Graduate or professional degree","Margin of Error!!Total:!!Graduate or professional degree","Estimate!!Total:!!Same house 1 year ago:","Margin of Error!!Total:!!Same house 1 year ago:","Estimate!!Total:!!Same house 1 year ago:!!Less than high school graduate","Margin of Error!!Total:!!Same house 1 year ago:!!Less than high school graduate","Estimate!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Same house 1 year ago:!!High school graduate (includes equivalency)","Estimate!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Some college or associate's degree","Estimate!!Total:!!Same house 1 year ago:!!Bachelor's degree","Margin of Error!!Total:!!Same house 1 year ago:!!Bachelor's degree","Estimate!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Margin of Error!!Total:!!Same house 1 year ago:!!Graduate or professional degree","Estimate!!Total:!!Moved within same county:","Margin of Error!!Total:!!Moved within same county:","Estimate!!Total:!!Moved within same county:!!Less than high school graduate","Margin of Error!!Total:!!Moved within same county:!!Less than high school graduate","Estimate!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved within same county:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved within same county:!!Some college or associate's degree","Margin of Error!!Total:!!Moved within same county:!!Some college or associate's degree","Estimate!!Total:!!Moved within same county:!!Bachelor's degree","Margin of Error!!Total:!!Moved within same county:!!Bachelor's degree","Estimate!!Total:!!Moved within same county:!!Graduate or professional degree","Margin of Error!!Total:!!Moved within same county:!!Graduate or professional degree","Estimate!!Total:!!Moved from different county within same state:","Margin of Error!!Total:!!Moved from different county within same state:","Estimate!!Total:!!Moved from different county within same state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different county within same state:!!Less than high school graduate","Estimate!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different county within same state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different county within same state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different county within same state:!!Bachelor's degree","Estimate!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different county within same state:!!Graduate or professional degree","Estimate!!Total:!!Moved from different state:","Margin of Error!!Total:!!Moved from different state:","Estimate!!Total:!!Moved from different state:!!Less than high school graduate","Margin of Error!!Total:!!Moved from different state:!!Less than high school graduate","Estimate!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from different state:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from different state:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from different state:!!Some college or associate's degree","Estimate!!Total:!!Moved from different state:!!Bachelor's degree","Margin of Error!!Total:!!Moved from different state:!!Bachelor's degree","Estimate!!Total:!!Moved from different state:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from different state:!!Graduate or professional degree","Estimate!!Total:!!Moved from abroad:","Margin of Error!!Total:!!Moved from abroad:","Estimate!!Total:!!Moved from abroad:!!Less than high school graduate","Margin of Error!!Total:!!Moved from abroad:!!Less than high school graduate","Estimate!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)","Estimate!!Total:!!Moved from abroad:!!Some college or associate's degree","Margin of Error!!Total:!!Moved from abroad:!!Some college or associate's degree","Estimate!!Total:!!Moved from abroad:!!Bachelor's degree","Margin of Error!!Total:!!Moved from abroad:!!Bachelor's degree","Estimate!!Total:!!Moved from abroad:!!Graduate or professional degree","Margin of Error!!Total:!!Moved from abroad:!!Graduate or professional degree",
"0500000US18105","Monroe County, Indiana","85442","78","5959","864","18818","1239","21967","1033","19959","926","18739","1036","71327","1087","5001","786","16108","1127","18036","939","15907","940","16275","1049","7822","772","521","182","1533","392","2310","415","2175","414","1283","349","3115","601","324","167","728","214","1114","388","700","246","249","112","2391","413","77","57","294","130","499","196","778","217","743","234","787","266","36","49","155","103","8","12","399","192","189","116",
"1400000US18105000100","Census Tract 1, Monroe County, Indiana","1174","298","127","87","288","107","127","56","441","170","191","105","706","225","67","66","131","92","45","39","357","151","106","87","164","97","7","13","41","37","44","38","61","56","11","18","232","145","53","58","79","69","38","24","0","12","62","62","72","61","0","12","37","38","0","12","23","36","12","19","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18105000201","Census Tract 2.01, Monroe County, Indiana","460","156","8","10","15","18","109","62","211","102","117","73","289","102","7","10","8","15","55","33","153","78","66","46","110","69","1","3","0","12","54","52","21","30","34","24","11","14","0","12","0","12","0","12","11","14","0","12","23","27","0","12","0","12","0","12","16","23","7","13","27","27","0","12","7","11","0","12","10","13","10","15",
"1400000US18105000202","Census Tract 2.02, Monroe County, Indiana","224","99","0","17","9","12","79","57","96","60","40","31","167","81","0","17","4","6","41","48","96","60","26","23","21","18","0","17","0","17","15","16","0","17","6","7","28","25","0","17","5","10","23","19","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","8","15","0","17","0","17","0","17","0","17","8","15",
"1400000US18105000301","Census Tract 3.01, Monroe County, Indiana","1891","283","41","38","195","101","269","135","690","221","696","184","1422","233","32","35","161","90","176","96","532","187","521","146","271","163","0","12","9","18","65","78","97","71","100","121","39","64","0","12","0","12","0","12","39","64","0","12","103","79","0","12","0","12","28","40","0","12","75","69","56","54","9","16","25","42","0","12","22","27","0","12",
"1400000US18105000302","Census Tract 3.02, Monroe County, Indiana","1930","363","33","30","194","121","139","111","460","173","1104","271","1576","330","21","23","180","120","97","97","289","89","989","269","196","168","0","12","0","12","11","15","136","162","49","40","43","49","12","20","0","12","31","46","0","12","0","12","46","39","0","12","0","12","0","12","26","29","20","22","69","55","0","12","14","23","0","12","9","16","46","54",
"1400000US18105000401","Census Tract 4.01, Monroe County, Indiana","2677","348","259","183","696","247","465","189","602","193","655","191","2199","345","243","182","623","246","404","179","389","129","540","189","248","156","16","26","11","14","57","52","86","102","78","81","86","76","0","12","30","41","1","5","39","46","16","27","127","110","0","12","32","50","3","6","71","82","21","32","17","27","0","12","0","12","0","12","17","27","0","12",
"1400000US18105000402","Census Tract 4.02, Monroe County, Indiana","3012","500","184","167","460","180","646","307","1191","298","531","166","2054","352","166","167","350","170","399","198","717","190","422","147","557","249","18","28","69","60","127","164","299","166","44","44","226","165","0","17","41","44","41","37","114","149","30","50","175","97","0","17","0","17","79","80","61","46","35","41","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18105000501","Census Tract 5.01, Monroe County, Indiana","3417","408","349","171","1036","273","852","249","696","220","484","207","3036","395","227","133","954","274","714","228","683","216","458","203","292","205","103","110","30","28","120","110","13","19","26","38","76","67","13","29","45","48","18","23","0","12","0","12","13","29","6","14","7","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
