"GEO_ID","NAME","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M",
"1400000US18105000502","Census Tract 5.02, Monroe County, Indiana","2137","170","205","81","798","167","755","155","295","94","84","50","1899","173","196","80","697","137","636","153","291","93","79","49","135","95","0","11","22","26","111","80","0","11","2","6","87","81","0","11","79","79","8","13","0","11","0","11","16","20","9","14","0","11","0","11","4","8","3","7","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105000601","Census Tract 6.01, Monroe County, Indiana","2799","392","546","270","672","182","643","155","527","157","411","155","2102","374","465","264","434","161","557","142","291","93","355","141","561","237","72","49","168","84","73","49","202","136","46","53","73","83","0","11","65","83","8","14","0","11","0","11","55","50","9","15","5","10","5","9","26","40","10","16","8","13","0","11","0","11","0","11","8","13","0","11",
"1400000US18105000602","Census Tract 6.02, Monroe County, Indiana","1351","326","361","212","320","137","409","122","182","77","79","69","762","143","111","63","157","96","300","117","142","70","52","60","476","313","218","212","148","111","69","56","17","19","24","37","80","64","25","28","15","24","40","47","0","11","0","11","30","25","7","12","0","11","0","11","23","21","0","11","3","7","0","11","0","11","0","11","0","11","3","7",
"1400000US18105000700","Census Tract 7, Monroe County, Indiana","1912","225","115","70","498","131","460","109","429","105","410","119","1653","210","74","58","444","132","396","101","372","95","367","114","233","107","27","28","54","50","64","51","48","38","40","35","26","22","14","15","0","11","0","11","9","16","3","6","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105000800","Census Tract 8, Monroe County, Indiana","3961","433","122","81","495","165","656","245","936","201","1752","281","3183","362","88","72","418","159","562","231","755","173","1360","218","375","201","26","41","32","37","18","29","98","67","201","168","79","70","8","16","27","43","25","40","19","31","0","16","217","139","0","16","0","16","50","77","46","49","121","112","107","112","0","16","18","31","1","2","18","28","70","105",
"1400000US18105000901","Census Tract 9.01, Monroe County, Indiana","1492","206","20","24","94","49","302","180","365","127","711","152","1131","155","0","11","90","48","240","158","227","81","574","105","274","146","7","15","0","11","62","72","109","106","96","92","23","24","2","4","4","4","0","11","10","14","7","11","40","37","0","11","0","11","0","11","19","30","21","22","24","36","11","17","0","11","0","11","0","11","13","20",
"1400000US18105000903","Census Tract 9.03, Monroe County, Indiana","3214","311","93","65","321","149","657","197","978","209","1165","261","2437","315","44","46","204","99","522","180","572","177","1095","271","545","259","37","34","96","97","135","114","222","134","55","56","60","81","12","27","0","16","0","16","48","75","0","16","79","81","0","16","0","16","0","16","79","81","0","16","93","84","0","16","21","38","0","16","57","68","15","25",
"1400000US18105000904","Census Tract 9.04, Monroe County, Indiana","2677","250","62","52","247","87","501","168","838","236","1029","167","1989","200","35","36","188","89","319","125","600","190","847","148","224","119","0","16","37","43","92","61","65","83","30","36","129","106","27","46","22","26","49","58","10","17","21","35","199","113","0","16","0","16","0","16","117","77","82","84","136","80","0","16","0","16","41","54","46","58","49","45",
"1400000US18105001001","Census Tract 10.01, Monroe County, Indiana","3289","224","22","26","198","97","423","141","897","172","1749","229","2962","227","22","26","159","75","396","137","763","157","1622","227","189","126","0","16","39","46","14","23","72","70","64","54","77","69","0","16","0","16","13","21","25","29","39","40","61","52","0","16","0","16","0","16","37","43","24","31","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001002","Census Tract 10.02, Monroe County, Indiana","3998","264","53","46","536","169","921","211","1335","242","1153","223","3439","284","47","44","464","160","832","207","1071","216","1025","210","288","167","0","16","48","57","47","60","152","105","41","39","101","86","0","16","14","23","15","25","58","73","14","22","121","81","6","10","0","16","26","30","33","45","56","54","49","56","0","16","10","16","1","2","21","25","17","28",
"1400000US18105001101","Census Tract 11.01, Monroe County, Indiana","3295","326","325","138","576","208","889","202","851","198","654","147","2558","339","259","109","379","157","664","177","710","163","546","144","563","253","11","18","171","163","212","147","85","81","84","67","59","71","3","5","13","22","0","16","43","68","0","16","115","85","52","80","13","20","13","21","13","23","24","28","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001102","Census Tract 11.02, Monroe County, Indiana","2831","242","295","112","489","142","901","165","638","128","508","123","2143","230","234","95","359","119","605","137","516","119","429","125","419","146","43","39","79","64","165","80","87","50","45","44","173","87","18","18","51","48","76","62","9","14","19","22","79","51","0","11","0","11","47","42","17","19","15","18","17","27","0","11","0","11","8","13","9","14","0","11",
"1400000US18105001103","Census Tract 11.03, Monroe County, Indiana","2123","191","325","116","815","151","457","104","277","123","249","100","2008","180","315","115","759","147","428","103","257","120","249","100","79","59","10","16","56","52","0","11","13","20","0","11","21","26","0","11","0","11","14","16","7","11","0","11","15","24","0","11","0","11","15","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001200","Census Tract 12, Monroe County, Indiana","4396","260","410","145","1633","266","1328","198","688","173","337","133","3919","266","362","135","1470","259","1194","187","613","161","280","126","331","199","21","34","102","148","100","72","63","48","45","38","122","96","27","44","61","77","34","54","0","16","0","16","24","39","0","16","0","16","0","16","12","20","12","20","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001301","Census Tract 13.01, Monroe County, Indiana","4324","291","554","180","1819","296","1316","207","326","117","309","139","3990","272","554","180","1598","262","1221","221","308","114","309","139","149","130","0","16","119","124","23","37","7","8","0","16","121","99","0","16","79","86","31","27","11","17","0","16","64","79","0","16","23","40","41","65","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001303","Census Tract 13.03, Monroe County, Indiana","3937","286","267","184","950","242","1153","294","1031","244","536","191","3457","278","198","117","839","201","1042","282","942","249","436","165","438","235","69","93","111","103","111","83","89","73","58","73","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","42","61","0","16","0","16","0","16","0","16","42","61",
"1400000US18105001304","Census Tract 13.04, Monroe County, Indiana","2725","254","292","118","1057","213","840","140","308","116","228","92","2313","265","227","88","911","195","694","135","270","110","211","88","281","109","13","21","138","77","102","69","20","23","8","13","67","59","11","17","8","15","37","41","11","18","0","11","64","67","41","62","0","11","7","11","7","11","9","15","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001305","Census Tract 13.05, Monroe County, Indiana","1626","137","116","49","451","88","444","88","415","99","200","52","1416","149","109","47","399","86","402","90","345","96","161","49","120","64","7","15","38","27","19","24","30","24","26","25","38","48","0","11","14","22","14","23","10","15","0","11","44","43","0","11","0","11","9","13","22","22","13","13","8","13","0","11","0","11","0","11","8","13","0","11",
"1400000US18105001401","Census Tract 14.01, Monroe County, Indiana","1635","176","124","45","621","120","351","84","279","74","260","80","1543","176","124","45","600","114","318","84","260","67","241","75","67","67","0","11","21","26","27","32","19","30","0","11","25","31","0","11","0","11","6","10","0","11","19","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18105001402","Census Tract 14.02, Monroe County, Indiana","4086","256","314","125","851","243","891","200","884","237","1146","275","3666","293","268","106","740","216","744","193","827","248","1087","277","166","114","2","4","41","68","84","75","39","41","0","16","89","80","0","16","44","49","45","66","0","16","0","16","165","160","44","71","26","42","18","30","18","28","59","72","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001501","Census Tract 15.01, Monroe County, Indiana","3836","326","290","107","945","274","1174","240","821","236","606","164","3412","356","290","107","802","247","1087","245","646","219","587","165","109","85","0","16","41","49","16","27","52","70","0","16","91","98","0","16","0","16","71","95","20","32","0","16","224","160","0","16","102","116","0","16","103","101","19","30","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18105001502","Census Tract 15.02, Monroe County, Indiana","2148","282","173","89","595","143","531","124","465","123","384","116","1909","274","143","75","507","136","484","120","406","119","369","115","31","39","0","11","23","32","0","11","8","12","0","11","141","103","30","33","37","37","21","31","38","36","15","23","54","75","0","11","28","39","26","36","0","11","0","11","13","22","0","11","0","11","0","11","13","22","0","11",
"1400000US18105001600","Census Tract 16, Monroe County, Indiana","859","207","2","5","96","77","251","140","231","101","279","148","583","154","1","3","42","59","161","98","189","90","190","114","160","107","0","16","54","49","53","63","0","16","53","80","80","70","1","3","0","16","37","60","42","38","0","16","16","24","0","16","0","16","0","16","0","16","16","24","20","34","0","16","0","16","0","16","0","16","20","34",
